index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Usk Road, Clapham Junction",526377.795489805983379,175401.460913110000547,629.000000000000000,526377.795489805983379,175401.460913110000547,"30",0.0034508,200.000000,1715.62960,"3","0",0.0896637600,0.1407222910,2.50824,0.0035730140,0.0242244950,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Hartington Road, Stockwell",530174.761917887022719,177097.900409994006623,630.000000000000000,530174.761917887022719,177097.900409994006623,"35",0.0030744,200.000000,2216.75082,"0","0",0.0946450800,0.2166874220,64.21037,0.0093214830,0.0531178720,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Heath Road, Battersea",528837.805084245977923,176035.942555740009993,631.000000000000000,528837.805084245977923,176035.942555740009993,"27",0.0020160,200.000000,1567.54298,"2","0",0.0560398500,0.0871731000,0.00001,0.0043579530,0.0165589760,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Esmond Street, Putney",524344.840731370029971,175224.536424276011530,632.000000000000000,524344.840731370029971,175224.536424276011530,"30",0.0034668,200.000000,1352.20871,"0","0",0.0224159400,0.0410958900,0.00001,0.0002945880,0.0062060950,0.00001,1.00000,1.00000,0.00001,0.00001,0.00001
"Orbel Street, Battersea",527174.189175563049503,176652.997276256006444,633.000000000000000,527174.189175563049503,176652.997276256006444,"26",0.0030889,200.000000,2071.72269,"1","0",0.0921544200,0.1481942710,8.65562,0.0108712220,0.0257339380,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Westbridge Road, Battersea",527157.499671375029720,177001.176858688006178,634.000000000000000,527157.499671375029720,177001.176858688006178,"28",0.0031882,200.000000,2129.86190,"5","0",0.1544209210,0.3424657530,0.00001,0.0139335460,0.0465324480,2.00000,0.00001,0.00001,3.00000,0.00001,5.00000
"Bishop's Avenue, Fulham",524090.310679065005388,176403.128453949000686,635.000000000000000,524090.310679065005388,176403.128453949000686,"46",0.0027921,200.000000,644.51947,"1","0",0.0933997500,0.1270236610,0.00001,0.0070170910,0.0140859250,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Crisp Road, Hammersmith",523221.166585333005060,178062.935979812988080,636.000000000000000,523221.166585333005060,178062.935979812988080,"46",0.0033313,200.000000,1506.86432,"0","0",0.0797011200,0.2017434620,59.15994,0.0053110500,0.0239636650,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Dorothy Road, Clapham Junction",527657.106638577999547,175610.081742392998422,637.000000000000000,527657.106638577999547,175610.081742392998422,"28",0.0023023,200.000000,1476.33744,"4","0",0.0809464500,0.1718555410,53.01592,0.0068859700,0.0287492170,2.00000,3.00000,1.00000,5.00000,0.00001,5.00000
"Neville Gill Close, Wandsworth",525498.714499647030607,174409.562587263004389,638.000000000000000,525498.714499647030607,174409.562587263004389,"32",0.0015172,200.000000,1700.17715,"4","0",0.0709838100,0.1394769610,4.97657,0.0036656660,0.0232410260,4.00000,9.00000,1.00000,24.00000,0.00001,8.00000
"Osiers Road, Wandsworth",525232.652417178964242,175058.328193380002631,639.000000000000000,525232.652417178964242,175058.328193380002631,"30",0.0035845,200.000000,996.57481,"2","0",0.0809464500,0.1207970110,1.33239,0.0021104710,0.0155338430,1.00000,0.00001,0.00001,1.00000,0.00001,0.00001
"Beryl Road, Hammersmith",523509.393057647976093,178076.799806383001851,640.000000000000000,523509.393057647976093,178076.799806383001851,"26",0.0024859,200.000000,1847.30995,"1","0",0.0909090900,0.1681195510,0.00001,0.0090932500,0.0199029440,0.00001,0.00001,0.00001,1.00000,0.00001,3.00000
"Clements Road, Bermondsey",534649.936013470985927,179162.325596779002808,641.000000000000000,534649.936013470985927,179162.325596779002808,"23",0.0015624,200.000000,1513.45344,"2","0",0.0336239100,0.1021170610,0.00001,0.0060859850,0.0235281700,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Northfields, Wandsworth",525102.766910732025281,175088.101688102993648,642.000000000000000,525102.766910732025281,175088.101688102993648,"28",0.0033437,200.000000,1082.51695,"2","0",0.0386052300,0.0610211700,38.69687,0.0011694800,0.0059350470,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Spanish Road, Clapham Junction",526475.888229329022579,174929.724783168989234,643.000000000000000,526475.888229329022579,174929.724783168989234,"30",0.0023721,200.000000,1872.60004,"4","0",0.0348692400,0.0435865500,4.05065,0.0022388380,0.0045985800,0.00001,2.00000,1.00000,1.00000,0.00001,0.00001
"Stanley Grove, Battersea",528441.308746158028953,176230.535541310993722,644.000000000000000,528441.308746158028953,176230.535541310993722,"24",0.0022182,200.000000,1631.13594,"3","0",0.0647571600,0.0909090900,0.00001,0.0063245280,0.0147220950,0.00001,1.00000,0.00001,1.00000,0.00001,1.00000
"Erin Close, Walham Green",525389.792246600962244,177156.325567168009002,645.000000000000000,525389.792246600962244,177156.325567168009002,"24",0.0037188,200.000000,1961.24471,"10","1",0.0933997500,0.2104607720,18.25308,0.0071595510,0.0250909550,4.00000,2.00000,0.00001,5.00000,0.00001,6.00000
"Cadogan Close, Victoria Park",536788.922741170972586,184422.284979329007911,646.000000000000000,536788.922741170972586,184422.284979329007911,"22",0.0008091,200.000000,426.03905,"4","0",0.0734744700,0.1270236610,22.84267,0.0060681340,0.0231673420,0.00001,4.00000,1.00000,0.00001,0.00001,0.00001
"Felsham Road, Putney",524046.750584712019190,175486.450276388990460,647.000000000000000,524046.750584712019190,175486.450276388990460,"18",0.0019299,200.000000,1480.23109,"6","0",0.0635118300,0.1469489410,11.66545,0.0049793820,0.0207318920,3.00000,3.00000,2.00000,2.00000,0.00001,3.00000
"Putney Rail Station, Putney",523997.028675678011496,175037.626175526995212,648.000000000000000,523997.028675678011496,175037.626175526995212,"20",0.0036834,200.000000,1364.25587,"11","1",0.0410958900,0.0846824400,0.00001,0.0026692330,0.0088306660,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Islington Green, Angel",531680.917716052033938,183647.929535884992220,649.000000000000000,531680.917716052033938,183647.929535884992220,"21",0.0020718,200.000000,1684.53924,"7","0",0.2079701120,0.4321295140,49.78885,0.0411770260,0.0780696260,3.00000,13.00000,4.00000,9.00000,0.00001,35.00000
"Charing Cross Hospital, Hammersmith",523821.919586241012439,177987.814643894002074,650.000000000000000,523821.919586241012439,177987.814643894002074,"21",0.0022111,200.000000,1406.53444,"0","0",0.1033623910,0.1905354910,23.58414,0.0145741620,0.0202814170,0.00001,0.00001,2.00000,0.00001,0.00001,1.00000
"Charlotte Terrace, Angel",530996.023839315050282,183627.629271014011465,651.000000000000000,530996.023839315050282,183627.629271014011465,"25",0.0030914,200.000000,2103.68957,"6","0",0.0821917800,0.1245330010,0.00001,0.0076962580,0.0234109420,0.00001,2.00000,0.00001,3.00000,0.00001,0.00001
"Shoreditch Court, Haggerston",533929.802634928026237,184006.616920294996817,652.000000000000000,533929.802634928026237,184006.616920294996817,"35",0.0033729,200.000000,1615.37841,"4","0",0.0909090900,0.1394769610,12.06858,0.0092392740,0.0276531460,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Belford House, Haggerston",533934.119396077003330,183736.646980626013828,653.000000000000000,533934.119396077003330,183736.646980626013828,"39",0.0049759,200.000000,2068.23463,"4","0",0.0435865500,0.0734744700,6.41793,0.0058951980,0.0125745070,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Battersea Church Road, Battersea",526878.474563832045533,176915.383361968997633,654.000000000000000,526878.474563832045533,176915.383361968997633,"25",0.0027243,200.000000,2244.10553,"2","0",0.1070983810,0.2117061020,7.43938,0.0116175510,0.0365547440,0.00001,0.00001,1.00000,1.00000,0.00001,1.00000
"Vicarage Crescent, Battersea",526760.071994274971075,176455.681319585011806,655.000000000000000,526760.071994274971075,176455.681319585011806,"30",0.0028054,200.000000,1419.74254,"2","0",0.1108343710,0.1867995010,63.68477,0.0074397680,0.0270181240,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Durant Street, Bethnal Green",534283.922528826049529,182858.407738676003646,656.000000000000000,534283.922528826049529,182858.407738676003646,"24",0.0031294,200.000000,2922.28051,"0","0",0.0946450800,0.1830635110,20.37682,0.0052984440,0.0394426160,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"St. Bride Street, Holborn",531560.008434280054644,181268.943461590009974,657.000000000000000,531560.008434280054644,181268.943461590009974,"25",0.0096732,200.000000,141.08874,"7","1",0.1332503110,0.2241594020,9.96563,0.0687735690,0.0178840660,1.00000,2.00000,1.00000,0.00001,0.00001,3.00000
"Mexfield Road, East Putney",524964.690992154995911,174625.145576211012667,658.000000000000000,524964.690992154995911,174625.145576211012667,"18",0.0018119,200.000000,1965.22426,"5","0",0.0435865500,0.0448318800,274.14011,0.0007439710,0.0065729060,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Upper Richmond Road, Putney",524305.335257619968615,174938.038491498009535,659.000000000000000,524305.335257619968615,174938.038491498009535,"25",0.0036654,200.000000,1297.02819,"3","1",0.0386052300,0.0684931500,6.30844,0.0014948990,0.0088493160,0.00001,0.00001,0.00001,1.00000,0.00001,2.00000
"Snowsfields, London Bridge",533108.069958389969543,179871.997654795995913,660.000000000000000,533108.069958389969543,179871.997654795995913,"31",0.0058151,200.000000,937.34698,"1","0",0.1382316310,0.3026151930,106.39861,0.0392163110,0.0598786660,0.00001,1.00000,0.00001,4.00000,0.00001,4.00000
"Barons Court Station, West Kensington",524016.554707149975002,178313.361838003009325,661.000000000000000,524016.554707149975002,178313.361838003009325,"32",0.0046142,200.000000,1118.82188,"1","1",0.0896637600,0.1419676210,0.00001,0.0051812490,0.0159298390,2.00000,1.00000,2.00000,0.00001,0.00001,0.00001
"Disraeli Road, Putney",524018.993615108018275,175129.680068937013857,662.000000000000000,524018.993615108018275,175129.680068937013857,"33",0.0068681,200.000000,1557.35849,"11","1",0.0622665000,0.0971357410,0.00001,0.0043670830,0.0153171160,4.00000,0.00001,2.00000,1.00000,0.00001,0.00001
"Montserrat Road , Putney",524056.676022638974246,175310.911432257998968,663.000000000000000,524056.676022638974246,175310.911432257998968,"23",0.0030924,200.000000,1487.57797,"4","0",0.0423412200,0.1008717310,11.66545,0.0037639750,0.0119707590,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Albert Bridge Road, Battersea Park",527656.907832841039635,176648.106838690000586,664.000000000000000,527656.907832841039635,176648.106838690000586,"20",0.0023320,200.000000,1572.48538,"1","0",0.1220423410,0.2141967620,31.93607,0.0099642830,0.0383867310,1.00000,1.00000,2.00000,7.00000,0.00001,1.00000
"Everington Street, Fulham",523944.114034123020247,177553.726417047000723,665.000000000000000,523944.114034123020247,177553.726417047000723,"31",0.0033166,200.000000,2044.82209,"4","0",0.0622665000,0.1457036110,0.00001,0.0043891590,0.0186296220,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Mile End Stadium, Mile End",536438.640086680999957,181785.247416574013187,666.000000000000000,536438.640086680999957,181785.247416574013187,"22",0.0020638,200.000000,1362.89002,"2","0",0.0809464500,0.1594022410,91.10586,0.0062716530,0.0268319230,0.00001,4.00000,1.00000,0.00001,0.00001,0.00001
"Hawley Crescent, Camden Town",528858.381192666012794,184092.988142513990169,667.000000000000000,528858.381192666012794,184092.988142513990169,"22",0.0031928,200.000000,958.15148,"7","1",0.0186799500,0.0759651300,11.04828,0.0027839670,0.0133798240,0.00001,0.00001,1.00000,0.00001,0.00001,0.00001
"Stewart's Road, Wandsworth Road",529472.597695642965846,176555.551466270000674,668.000000000000000,529472.597695642965846,176555.551466270000674,"28",0.0025316,200.000000,1235.06720,"4","0",0.0423412200,0.0660024900,3.95543,0.0034802820,0.0131935680,0.00001,3.00000,0.00001,3.00000,0.00001,0.00001
"Aylward Street, Stepney",535465.143861794029362,181441.368470951012569,669.000000000000000,535465.143861794029362,181441.368470951012569,"22",0.0027102,200.000000,3161.66734,"2","0",0.0336239100,0.0821917800,0.00001,0.0020102550,0.0115155530,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Stainsby Road , Poplar",537237.022356810979545,181462.435820760001661,670.000000000000000,537237.022356810979545,181462.435820760001661,"24",0.0018804,200.000000,2534.08013,"0","0",0.0572851800,0.0933997500,119.20634,0.0035371390,0.0133841170,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Dunston Road , Haggerston",533543.388198554050177,183714.686692173010670,671.000000000000000,533543.388198554050177,183714.686692173010670,"43",0.0059204,200.000000,1999.38981,"4","0",0.1531755910,0.2565379820,5.38249,0.0249448280,0.0482453450,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Ada Street, Hackney Central",534628.466270713950507,183654.187315916991793,672.000000000000000,534628.466270713950507,183654.187315916991793,"45",0.0054119,200.000000,1742.33196,"6","0",0.0859277700,0.1531755910,5.40856,0.0068694750,0.0296530350,1.00000,2.00000,0.00001,11.00000,0.00001,5.00000
"Victoria Park Road, Hackney Central",535052.004632654017769,183738.402489408006659,673.000000000000000,535052.004632654017769,183738.402489408006659,"34",0.0023019,200.000000,2134.87392,"1","0",0.1058530510,0.1905354910,6.71638,0.0056219760,0.0292786770,0.00001,2.00000,1.00000,0.00001,0.00001,0.00001
"Star Road, West Kensington",524704.679373319027945,178007.102577459998429,674.000000000000000,524704.679373319027945,178007.102577459998429,"23",0.0023570,200.000000,3250.82635,"2","0",0.0797011200,0.1556662510,0.00001,0.0043170540,0.0216975470,1.00000,0.00001,0.00001,0.00001,0.00001,1.00000
"Wendon Street, Old Ford",536986.594305320992135,183746.962360401987098,675.000000000000000,536986.594305320992135,183746.962360401987098,"18",0.0009990,200.000000,1607.42363,"5","0",0.0510585300,0.1133250310,8.84459,0.0041840830,0.0217098450,0.00001,8.00000,0.00001,2.00000,0.00001,0.00001
"Finnis Street, Bethnal Green",534781.438628750969656,182416.873518198990496,676.000000000000000,534781.438628750969656,182416.873518198990496,"19",0.0026818,200.000000,1773.91797,"1","1",0.0672478200,0.1344956410,0.00001,0.0082060470,0.0246417090,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Stephendale Road, Sands End",525790.910285135032609,175913.165708046988584,677.000000000000000,525790.910285135032609,175913.165708046988584,"48",0.0043724,200.000000,2060.17668,"4","0",0.1133250310,0.1980074720,4.53307,0.0037117520,0.0245449070,1.00000,1.00000,0.00001,7.00000,0.00001,0.00001
"Alma Road, Wandsworth",526205.592207752983086,174784.857993743004045,678.000000000000000,526205.592207752983086,174784.857993743004045,"28",0.0019894,200.000000,1682.92421,"2","0",0.0523038600,0.0660024900,4.05065,0.0005753670,0.0086083460,2.00000,3.00000,1.00000,7.00000,0.00001,1.00000
"Walworth Square, Walworth",532245.378294073976576,178646.052707105001900,679.000000000000000,532245.378294073976576,178646.052707105001900,"24",0.0030225,200.000000,1687.52846,"9","0",0.1070983810,0.2465753420,16.82489,0.0069774560,0.0484901420,2.00000,0.00001,1.00000,4.00000,0.00001,2.00000
"Alfreda Street, Battersea Park",528518.215031308005564,176744.276562118990114,680.000000000000000,528518.215031308005564,176744.276562118990114,"22",0.0023978,200.000000,3144.64463,"3","0",0.0797011200,0.1631382310,2.24417,0.0050707920,0.0312262780,2.00000,0.00001,0.00001,8.00000,0.00001,3.00000
"Putney Bridge Road, East Putney",524706.643311489955522,175191.967341378011042,681.000000000000000,524706.643311489955522,175191.967341378011042,"29",0.0021309,200.000000,1048.38955,"4","0",0.0410958900,0.0660024900,0.00001,0.0031349230,0.0096787890,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"St. Peter's Terrace, Fulham",524506.000857537961565,177073.346217674989020,682.000000000000000,524506.000857537961565,177073.346217674989020,"24",0.0020536,200.000000,2652.08807,"0","0",0.1232876710,0.1768368610,0.00001,0.0118705220,0.0234291900,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Bridge Avenue, Hammersmith",523033.663705886981916,178505.192040763009572,683.000000000000000,523033.663705886981916,178505.192040763009572,"18",0.0011339,200.000000,1353.28600,"3","0",0.0759651300,0.2241594020,1.29875,0.0123245280,0.0266487320,3.00000,0.00001,0.00001,11.00000,0.00001,5.00000
"Michael Road, Walham Green",525845.337575098965317,176925.250353999988874,684.000000000000000,525845.337575098965317,176925.250353999988874,"37",0.0043050,200.000000,1033.24826,"5","0",0.0697384800,0.1444582810,10.10476,0.0040903030,0.0213319400,1.00000,0.00001,0.00001,0.00001,0.00001,2.00000
"Duke Street Hill, London Bridge",532843.451022214023396,180331.671655827987706,685.000000000000000,532843.451022214023396,180331.671655827987706,"21",0.0031825,200.000000,320.75562,"12","1",0.3075965130,0.4744707340,0.00001,0.0910677610,0.0671545640,2.00000,10.00000,2.00000,13.00000,0.00001,8.00000
"Park Lane, Mayfair",528435.158905552001670,180120.923231510008918,686.000000000000000,528435.158905552001670,180120.923231510008918,"18",0.0037764,200.000000,375.85416,"5","0",0.0547945200,0.1444582810,2.37984,0.0159463980,0.0126951320,3.00000,3.00000,5.00000,2.00000,0.00001,5.00000
"Plough Terrace, Clapham Junction",526848.309086552006193,175281.820428464008728,687.000000000000000,526848.309086552006193,175281.820428464008728,"31",0.0026176,200.000000,1706.77736,"5","0",0.0585305100,0.1008717310,18.05094,0.0019375480,0.0156248200,1.00000,2.00000,1.00000,2.00000,0.00001,1.00000
"Grant Road East, Clapham Junction",527008.240544094005600,175570.380743949004682,688.000000000000000,527008.240544094005600,175570.380743949004682,"28",0.0028138,200.000000,1429.73649,"3","1",0.1070983810,0.1718555410,0.00001,0.0097896060,0.0246433980,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Queensdale Road, Shepherd's Bush",523899.460339577984996,180136.146991907997290,689.000000000000000,523899.460339577984996,180136.146991907997290,"28",0.0042004,200.000000,1568.98720,"6","1",0.0460772100,0.0809464500,0.00001,0.0047755450,0.0124565280,0.00001,1.00000,1.00000,7.00000,0.00001,2.00000
"Fulham Broadway, Walham Green",525498.188585694995709,177208.896044886991149,690.000000000000000,525498.188585694995709,177208.896044886991149,"26",0.0040772,200.000000,1966.88848,"8","1",0.1531755910,0.3212951430,6.07883,0.0190842090,0.0504603860,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Imperial Road, Sands End",525993.289091842016205,176697.654400455008727,691.000000000000000,525993.289091842016205,176697.654400455008727,"37",0.0042337,200.000000,1184.05474,"6","0",0.0797011200,0.1270236610,9.12296,0.0071948780,0.0143188860,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Hortensia Road, West Brompton",526111.147307101055048,177430.147024870995665,692.000000000000000,526111.147307101055048,177430.147024870995665,"28",0.0043154,200.000000,1879.59470,"5","0",0.0772104600,0.2241594020,4.96031,0.0062369160,0.0299660250,0.00001,3.00000,1.00000,11.00000,0.00001,1.00000
"Sirdar Road, Avondale",523992.100371707987506,180620.693352934002178,693.000000000000000,523992.100371707987506,180620.693352934002178,"26",0.0040155,200.000000,1492.96557,"2","0",0.0186799500,0.0473225400,0.00001,0.0001300380,0.0058289940,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Freston Road, Avondale",523654.171659405983519,180844.504707991000032,694.000000000000000,523654.171659405983519,180844.504707991000032,"23",0.0024053,200.000000,1242.34125,"3","1",0.0236612700,0.1046077210,16.76769,0.0016439100,0.0117720630,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"Blenheim Crescent, Ladbroke Grove",524403.361952100996859,181093.081853095995029,695.000000000000000,524403.361952100996859,181093.081853095995029,"22",0.0022322,200.000000,2345.03218,"3","0",0.0821917800,0.1606475710,0.00001,0.0079242500,0.0209623230,0.00001,0.00001,2.00000,9.00000,0.00001,4.00000
"Oxford Road, Putney",524274.608136835973710,175048.371235117985634,696.000000000000000,524274.608136835973710,175048.371235117985634,"29",0.0051618,200.000000,1332.40962,"2","1",0.0373599000,0.0547945200,0.00001,0.0011459210,0.0073481250,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
"Ingrave Street, Clapham Junction",527050.816310769994743,175863.522708490985679,697.000000000000000,527050.816310769994743,175863.522708490985679,"30",0.0037697,200.000000,2851.17068,"3","0",0.0336239100,0.0747198000,0.00001,0.0009606550,0.0110584630,0.00001,2.00000,0.00001,2.00000,0.00001,0.00001
"Upcerne Road, West Chelsea",526319.383634089026600,177035.438416958990274,698.000000000000000,526319.383634089026600,177035.438416958990274,"29",0.0034739,200.000000,888.47299,"2","0",0.0921544200,0.1855541710,0.00001,0.0230565310,0.0180970420,0.00001,1.00000,0.00001,1.00000,0.00001,0.00001
"Lots Road, West Chelsea",526550.085798935033381,177194.305731353990268,699.000000000000000,526550.085798935033381,177194.305731353990268,"24",0.0029966,200.000000,1986.11568,"0","0",0.0809464500,0.1905354910,5.19972,0.0213582010,0.0234829370,0.00001,1.00000,0.00001,1.00000,0.00001,1.00000
"Ormonde Gate, Chelsea",527721.815524450968951,178156.094285792001756,700.000000000000000,527721.815524450968951,178156.094285792001756,"24",0.0036053,200.000000,814.57283,"2","0",0.1033623910,0.1668742210,0.00001,0.0166797030,0.0250106660,0.00001,2.00000,2.00000,1.00000,0.00001,0.00001
"Hertford Road, De Beauvoir Town",533309.364355964004062,183790.228677206003340,701.000000000000000,533309.364355964004062,183790.228677206003340,"25",0.0028583,200.000000,2345.15439,"1","0",0.0933997500,0.1805728510,6.32008,0.0084459290,0.0391232640,0.00001,1.00000,0.00001,0.00001,0.00001,3.00000
"Haggerston Road, Haggerston",533652.255265453015454,184030.044569449004484,702.000000000000000,533652.255265453015454,184030.044569449004484,"37",0.0034703,200.000000,1730.43312,"2","1",0.0921544200,0.2278953920,9.84795,0.0109262330,0.0476241790,2.00000,0.00001,1.00000,1.00000,0.00001,0.00001
"Culvert Road, Battersea",528042.443820582004264,176288.880335850990377,703.000000000000000,528042.443820582004264,176288.880335850990377,"27",0.0028793,200.000000,1795.93306,"0","0",0.0485678700,0.0896637600,0.00001,0.0009039620,0.0158763470,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Newton Street, Covent Garden",530483.714731539948843,181366.201473243010696,704.000000000000000,530483.714731539948843,181366.201473243010696,"24",0.0084882,200.000000,709.07280,"5","1",0.0635118300,0.1830635110,7.62573,0.0272470950,0.0257324140,0.00001,0.00001,1.00000,0.00001,0.00001,1.00000
"London Street, Paddington",526819.420147303957492,181157.428842227993300,705.000000000000000,526819.420147303957492,181157.428842227993300,"19",0.0028553,200.000000,1457.11801,"5","1",0.2391033620,0.4059775840,8.75991,0.0412920710,0.0634802340,2.00000,4.00000,7.00000,14.00000,0.00001,4.00000
"Grenfell Road, Avondale",523977.630963287025224,180843.837644268001895,706.000000000000000,523977.630963287025224,180843.837644268001895,"24",0.0032189,200.000000,2007.88963,"0","0",0.0348692400,0.1008717310,10.30905,0.0024825960,0.0093954240,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"The Vale, Chelsea",526812.651709684985690,177817.436055864993250,707.000000000000000,526812.651709684985690,177817.436055864993250,"24",0.0031163,200.000000,1152.25230,"6","0",0.1332503110,0.2826899120,0.00001,0.0285933190,0.0419467740,0.00001,6.00000,8.00000,25.00000,0.00001,10.00000
"Prince of Wales Drive, Battersea Park",527941.609912891988643,176733.944819094991544,708.000000000000000,527941.609912891988643,176733.944819094991544,"21",0.0023123,200.000000,1071.03731,"1","0",0.0759651300,0.1494396010,0.00001,0.0050789520,0.0282033050,0.00001,0.00001,1.00000,2.00000,0.00001,2.00000
"Harcourt Terrace, West Brompton",525947.947807374992408,178117.414212737989146,709.000000000000000,525947.947807374992408,178117.414212737989146,"24",0.0028115,200.000000,1899.95753,"1","0",0.1220423410,0.2278953920,9.70581,0.0160478490,0.0326944940,0.00001,0.00001,2.00000,0.00001,0.00001,0.00001
"Westbourne Park Road, Portobello",524915.668678155983798,181422.782423015014501,710.000000000000000,524915.668678155983798,181422.782423015014501,"23",0.0026716,200.000000,2786.87382,"4","0",0.0547945200,0.1232876710,6.17067,0.0041409340,0.0155425060,0.00001,0.00001,0.00001,0.00001,0.00001,1.00000
"Broadley Terrace, Marylebone",527353.889630481950007,182218.825143766996916,711.000000000000000,527353.889630481950007,182218.825143766996916,"18",0.0065617,200.000000,2694.16756,"5","1",0.0560398500,0.1344956410,0.00001,0.0095321050,0.0207803790,0.00001,0.00001,1.00000,3.00000,0.00001,1.00000
"Humbolt Road, Fulham",524264.325002441008110,177546.976705072011100,712.000000000000000,524264.325002441008110,177546.976705072011100,"26",0.0026007,200.000000,1900.11884,"4","0",0.0921544200,0.1444582810,0.00001,0.0096102480,0.0198418890,0.00001,0.00001,0.00001,1.00000,0.00001,1.00000
"Storey's Gate, Westminster",529914.311606548028067,179628.600787141011097,713.000000000000000,529914.311606548028067,179628.600787141011097,"21",0.0033656,200.000000,329.45673,"3","0",0.1942714810,0.3997509340,29.60977,0.0903163310,0.0421563010,0.00001,14.00000,10.00000,1.00000,0.00001,0.00001
"Mile End Park Leisure Centre, Mile End",536592.725752015947364,182020.390314248012146,714.000000000000000,536592.725752015947364,182020.390314248012146,"47",0.0044943,200.000000,1460.14975,"5","0",0.0759651300,0.1793275210,7.76138,0.0054313250,0.0261397670,2.00000,7.00000,0.00001,2.00000,0.00001,0.00001
"St. John's Road, Clapham Junction",527341.370366240036674,175306.059360229992308,715.000000000000000,527341.370366240036674,175306.059360229992308,"33",0.0029353,200.000000,1931.95174,"11","0",0.0821917800,0.1955168120,30.91741,0.0104377850,0.0322152660,6.00000,8.00000,0.00001,14.00000,0.00001,0.00001
"Ranelagh Gardens, Fulham",524650.299551949952729,175808.837046311993618,716.000000000000000,524650.299551949952729,175808.837046311993618,"39",0.0034075,200.000000,564.97278,"4","1",0.0523038600,0.1033623910,0.00001,0.0038854350,0.0137985760,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Ram Street, Wandsworth",525695.162832197966054,174722.524062317010248,717.000000000000000,525695.162832197966054,174722.524062317010248,"25",0.0017912,200.000000,1050.61403,"11","0",0.1232876710,0.2191780820,19.44354,0.0133536770,0.0336293170,3.00000,1.00000,0.00001,5.00000,0.00001,2.00000
"Santos Road, Wandsworth",525096.248597797006369,174654.560688794008456,718.000000000000000,525096.248597797006369,174654.560688794008456,"30",0.0031915,200.000000,2134.19221,"5","0",0.0448318800,0.0585305100,0.00001,0.0015801630,0.0047060860,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Clapham Common North Side, Clapham Common",527967.939918269985355,175204.661948563007172,719.000000000000000,527967.939918269985355,175204.661948563007172,"37",0.0020671,200.000000,1056.25908,"2","0",0.0946450800,0.1357409710,0.00001,0.0029799450,0.0231589400,0.00001,1.00000,2.00000,1.00000,0.00001,0.00001
"Sandilands Road, Walham Green",525677.419913346995600,176514.835563044005539,720.000000000000000,525677.419913346995600,176514.835563044005539,"21",0.0021553,200.000000,2188.72176,"4","0",0.0896637600,0.1693648810,0.00001,0.0026693600,0.0238282660,1.00000,3.00000,0.00001,13.00000,0.00001,1.00000
"Gwendwr Road, West Kensington",524427.606783966999501,178420.085413302003872,721.000000000000000,524427.606783966999501,178420.085413302003872,"30",0.0043494,200.000000,3743.38669,"1","0",0.0547945200,0.1232876710,13.68768,0.0027946850,0.0194418890,1.00000,1.00000,5.00000,4.00000,0.00001,1.00000
"Rifle Place, Avondale",523900.466058299003635,180429.469619018986123,722.000000000000000,523900.466058299003635,180429.469619018986123,"21",0.0028094,200.000000,2216.09668,"3","0",0.0286425900,0.0747198000,45.89912,0.0033298080,0.0099798810,0.00001,1.00000,0.00001,2.00000,0.00001,0.00001
