index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance,leisure,residence,shopping,university,restaurant
"Abbotsbury Road, Holland Park",524617.566967763006687,179575.897011491993908,519.000000000000000,524617.566967763006687,179575.897011491993908,"24",0.0030417,200.000000,578.08557,"0","0",0.0286425900,0.0709838100,0.00001,0.0030217020,0.0063811580,0.00001,6.00000,1.00000,0.00001,0.00001,0.00001
"Ladbroke Grove Central, Ladbroke Grove",524588.511553050018847,180711.079862282989779,520.000000000000000,524588.511553050018847,180711.079862282989779,"21",0.0026833,200.000000,1232.59412,"1","0",0.0286425900,0.0485678700,6.23504,0.0022134910,0.0062551280,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Rectory Square, Stepney",535853.322464501019567,181753.153191964986036,521.000000000000000,535853.322464501019567,181753.153191964986036,"22",0.0020333,200.000000,1810.90479,"3","0",0.0560398500,0.1170610210,6.89056,0.0097344820,0.0175213000,0.00001,0.00001,2.00000,0.00001,0.00001,0.00001
"Bury Place, Holborn",530307.092271090019494,181506.508081917010713,522.000000000000000,530307.092271090019494,181506.508081917010713,"21",0.0069943,200.000000,1758.29999,"9","0",0.1095890410,0.2229140720,7.62573,0.0608613640,0.0318123600,4.00000,2.00000,1.00000,3.00000,1.00000,5.00000
"Preston's Road, Cubitt Town",538285.435316037968732,179694.434073623007862,523.000000000000000,538285.435316037968732,179694.434073623007862,"26",0.0012070,200.000000,1641.14082,"5","0",0.0261519300,0.0610211700,4.95640,0.0037606040,0.0047506420,1.00000,1.00000,0.00001,3.00000,0.00001,0.00001
"Somerset House, Strand",530725.223117945017293,180682.709978141996544,524.000000000000000,530725.223117945017293,180682.709978141996544,"41",0.0126996,200.000000,154.74999,"2","0",0.1320049810,0.2478206720,5.56423,0.0580027590,0.0346766340,0.00001,1.00000,0.00001,0.00001,1.00000,0.00001
"Selby Street, Whitechapel",534456.403412315994501,182109.102412172011100,525.000000000000000,534456.403412315994501,182109.102412172011100,"17",0.0023271,200.000000,2144.13066,"3","0",0.0585305100,0.1444582810,0.00001,0.0103118890,0.0256330470,0.00001,2.00000,1.00000,1.00000,0.00001,0.00001
"Westfield Ariel Way, White City",523344.302667466981802,180408.862330884003313,526.000000000000000,523344.302667466981802,180408.862330884003313,"42",0.0025372,200.000000,168.98090,"8","1",0.0859277700,0.2104607720,0.00001,0.0087861390,0.0246104190,2.00000,3.00000,0.00001,27.00000,0.00001,5.00000
"Bishop's Bridge Road West, Bayswater",525894.255050844047219,181256.214784395007882,527.000000000000000,525894.255050844047219,181256.214784395007882,"18",0.0031256,200.000000,3816.44303,"7","0",0.0871731000,0.3075965130,0.00001,0.0078797380,0.0478436880,0.00001,4.00000,0.00001,11.00000,0.00001,12.00000
"Pitfield Street Central, Hoxton",533063.240841650986113,183210.295074021007167,528.000000000000000,533063.240841650986113,183210.295074021007167,"30",0.0049646,200.000000,3090.39397,"7","0",0.0772104600,0.1606475710,3.87450,0.0125592850,0.0351124890,1.00000,1.00000,0.00001,3.00000,0.00001,0.00001
"Upper Bank Street, Canary Wharf",537682.692250028951094,180107.934412120986963,529.000000000000000,537682.692250028951094,180107.934412120986963,"36",0.0035334,200.000000,216.23438,"9","1",0.1046077210,0.1531755910,0.00001,0.0392716170,0.0079349440,0.00001,4.00000,0.00001,1.00000,0.00001,1.00000
"Westfield Southern Terrace ,Shepherd's Bush",523746.344738379993942,180094.819237902993336,530.000000000000000,523746.344738379993942,180094.819237902993336,"29",0.0040695,200.000000,1504.66842,"5","1",0.0348692400,0.1133250310,19.40130,0.0038304480,0.0179384270,0.00001,1.00000,0.00001,24.00000,0.00001,7.00000
"Greenland Road, Camden Town",528972.894613503944129,183876.740846558997873,531.000000000000000,528972.894613503944129,183876.740846558997873,"36",0.0050377,200.000000,1314.17145,"12","1",0.0821917800,0.2615193020,1.50360,0.0067993190,0.0470084090,5.00000,3.00000,0.00001,8.00000,0.00001,3.00000
"Limerston Street, West Chelsea",526384.968671247013845,177863.333934219001094,532.000000000000000,526384.968671247013845,177863.333934219001094,"18",0.0023646,200.000000,1833.13479,"2","0",0.2154420920,0.3922789530,0.00001,0.0338004210,0.0492450270,1.00000,1.00000,0.00001,8.00000,0.00001,5.00000
"Eagle Wharf Road, Hoxton",532359.314999929978512,183345.633708303997992,533.000000000000000,532359.314999929978512,183345.633708303997992,"45",0.0056582,200.000000,2506.38696,"0","0",0.1930261510,0.3188044830,28.99806,0.0339189800,0.0621407710,0.00001,2.00000,0.00001,1.00000,1.00000,1.00000
"Alpha Grove, Millwall",537341.526697637047619,179448.721067807986401,534.000000000000000,537341.526697637047619,179448.721067807986401,"23",0.0014152,200.000000,3731.47922,"0","0",0.0386052300,0.0597758400,0.00001,0.0090345780,0.0064079460,0.00001,0.00001,1.00000,2.00000,0.00001,0.00001
"Globe Town Market, Bethnal Green",535532.004261911031790,182913.395348641992314,535.000000000000000,535532.004261911031790,182913.395348641992314,"20",0.0020796,200.000000,3192.48166,"4","0",0.0921544200,0.1631382310,19.48915,0.0079239680,0.0283448580,4.00000,1.00000,0.00001,3.00000,0.00001,1.00000
"Hollybush Gardens, Bethnal Green",534876.492253258009441,182756.040489067992894,536.000000000000000,534876.492253258009441,182756.040489067992894,"32",0.0103046,200.000000,2191.26982,"6","1",0.0547945200,0.1282689910,7.20302,0.0071018780,0.0269873680,2.00000,0.00001,0.00001,4.00000,0.00001,3.00000
"Queen Street 2, Bank",532433.846873066038825,180868.769800029986072,537.000000000000000,532433.846873066038825,180868.769800029986072,"36",0.0357818,200.000000,110.19032,"6","3",0.2864259020,0.4259028640,5.16729,0.1260278550,0.0466542050,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Doddington Grove, Kennington",531804.233524261973798,178149.669584204006242,538.000000000000000,531804.233524261973798,178149.669584204006242,"36",0.0037188,200.000000,2101.72428,"0","0",0.1245330010,0.1917808210,21.72338,0.0141888610,0.0420698270,0.00001,0.00001,0.00001,2.00000,0.00001,0.00001
"New Cavendish Street, Marylebone",528591.996796182007529,181657.013857743993867,539.000000000000000,528591.996796182007529,181657.013857743993867,"18",0.0034359,200.000000,1401.03703,"0","0",0.1245330010,0.2602739720,0.00001,0.0482847440,0.0358035850,0.00001,2.00000,13.00000,4.00000,0.00001,2.00000
"Abingdon Green, Westminster",530181.677579859970137,179300.493831547995796,540.000000000000000,530181.677579859970137,179300.493831547995796,"20",0.0035578,200.000000,289.30651,"3","0",0.1656288910,0.2727272720,0.00001,0.0841732350,0.0319657590,1.00000,9.00000,4.00000,2.00000,0.00001,3.00000
"Ilchester Gardens, Bayswater",525624.432619962957688,180828.922776980005438,541.000000000000000,525624.432619962957688,180828.922776980005438,"21",0.0043664,200.000000,1940.70172,"1","1",0.1220423410,0.2054794520,0.00001,0.0146388040,0.0288747500,0.00001,1.00000,1.00000,5.00000,0.00001,3.00000
"Mudchute DLR, Cubitt Town",537944.051615812000819,178728.506024339993019,542.000000000000000,537944.051615812000819,178728.506024339993019,"31",0.0015196,200.000000,875.29098,"5","1",0.0136986300,0.0348692400,5.62200,0.0013786050,0.0016797750,0.00001,1.00000,0.00001,0.00001,0.00001,0.00001
"Monument Street, Monument",532998.001318773953244,180715.780549805000192,543.000000000000000,532998.001318773953244,180715.780549805000192,"22",0.0163055,200.000000,50.00380,"8","1",0.2440846820,0.3623910330,0.00001,0.0853893530,0.0510079700,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Hoxton Street, Hoxton",533274.476656486047432,182933.765286940993974,544.000000000000000,533274.476656486047432,182933.765286940993974,"27",0.0052091,200.000000,2348.69273,"6","0",0.0298879200,0.0933997500,9.65289,0.0064242790,0.0158507280,0.00001,0.00001,0.00001,0.00001,0.00001,1.00000
"Drayton Gardens, West Chelsea",526508.581850585993379,178046.726490608998574,545.000000000000000,526508.581850585993379,178046.726490608998574,"18",0.0025729,200.000000,2353.84855,"2","0",0.1594022410,0.3088418430,0.00001,0.0344185440,0.0401564450,0.00001,3.00000,5.00000,13.00000,0.00001,10.00000
"Greenberry Street, St.John's Wood",527122.845346605055965,183104.904323660011869,546.000000000000000,527122.845346605055965,183104.904323660011869,"26",0.0030947,200.000000,2076.53884,"2","0",0.0423412200,0.0709838100,0.00001,0.0061545490,0.0094735910,0.00001,5.00000,1.00000,14.00000,0.00001,4.00000
"Bishop's Bridge Road East, Bayswater",526117.343212730018422,181358.241794086003210,547.000000000000000,526117.343212730018422,181358.241794086003210,"20",0.0056103,200.000000,3204.76029,"4","0",0.0697384800,0.1133250310,0.00001,0.0107985670,0.0156406100,0.00001,1.00000,1.00000,0.00001,0.00001,0.00001
"Northdown Street, King's Cross",530546.754911152995192,183026.666589175991248,548.000000000000000,530546.754911152995192,183026.666589175991248,"21",0.0053974,200.000000,2065.08593,"5","0",0.0585305100,0.1332503110,15.58289,0.0073539750,0.0221569610,0.00001,3.00000,0.00001,1.00000,0.00001,5.00000
"Kingsway Southbound, Strand",530702.648032409022562,181117.062300318008056,549.000000000000000,530702.648032409022562,181117.062300318008056,"33",0.0205284,200.000000,500.20652,"5","0",0.1183063510,0.2951432130,0.00001,0.0635851230,0.0409390760,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Hammersmith Road, Hammersmith",523678.697111726971343,178642.510385880013928,550.000000000000000,523678.697111726971343,178642.510385880013928,"22",0.0020119,200.000000,1042.04542,"4","0",0.1369863010,0.2391033620,17.22440,0.0227169630,0.0287297540,0.00001,4.00000,0.00001,1.00000,0.00001,2.00000
"Parson's Green , Parson's Green",525127.628071355982684,176401.275367386988364,551.000000000000000,525127.628071355982684,176401.275367386988364,"21",0.0023128,200.000000,1534.98512,"4","0",0.1133250310,0.2428393520,9.00187,0.0159074330,0.0349399030,0.00001,0.00001,0.00001,1.00000,0.00001,0.00001
"Fulham Park Road, Fulham",524561.768041054951027,176471.915003533998970,552.000000000000000,524561.768041054951027,176471.915003533998970,"27",0.0023668,200.000000,2246.28870,"2","0",0.0697384800,0.1469489410,0.00001,0.0016043640,0.0217493470,2.00000,1.00000,0.00001,1.00000,0.00001,1.00000
"Southerton Road, Hammersmith",523095.390485491021536,178768.690885790012544,553.000000000000000,523095.390485491021536,178768.690885790012544,"38",0.0025329,200.000000,1511.49851,"2","0",0.1033623910,0.1643835610,0.00001,0.0140718600,0.0242094900,0.00001,2.00000,0.00001,0.00001,0.00001,1.00000
"Manbre Road, Hammersmith",523436.057291364006232,177805.713968344003661,554.000000000000000,523436.057291364006232,177805.713968344003661,"28",0.0027261,200.000000,1631.26465,"0","0",0.0510585300,0.1207970110,1.45913,0.0034703170,0.0137419800,0.00001,0.00001,0.00001,0.00001,0.00001,1.00000
"South Lambeth Road, Vauxhall",530329.652452770969830,177531.393292797991307,555.000000000000000,530329.652452770969830,177531.393292797991307,"21",0.0020422,200.000000,1008.75515,"4","0",0.1369863010,0.2528019920,9.41404,0.0155240760,0.0557437710,0.00001,2.00000,0.00001,1.00000,0.00001,3.00000
"BBC White City, White City",523204.199211539991666,181028.792754313006299,556.000000000000000,523204.199211539991666,181028.792754313006299,"36",0.0014493,200.000000,407.35952,"3","0",0.0971357410,0.1805728510,30.76403,0.0209736060,0.0168545610,0.00001,1.00000,0.00001,3.00000,0.00001,2.00000
"Union Grove, Wandsworth Road",529694.221030793036334,176544.546492755005602,557.000000000000000,529694.221030793036334,176544.546492755005602,"45",0.0062637,200.000000,1882.84341,"4","0",0.0772104600,0.1643835610,3.95543,0.0020228720,0.0323143810,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Caldwell Street, Stockwell",530889.428682534024119,177116.790677676995983,558.000000000000000,530889.428682534024119,177116.790677676995983,"44",0.0046310,200.000000,2843.06939,"3","0",0.1158156910,0.2029887920,16.62951,0.0120719120,0.0454512570,0.00001,0.00001,0.00001,4.00000,0.00001,0.00001
"St Martins Close, Camden Town",529200.783346791053191,183856.126511650014436,559.000000000000000,529200.783346791053191,183856.126511650014436,"18",0.0019604,200.000000,1785.06888,"4","0",0.0410958900,0.0797011200,18.48585,0.0061204180,0.0128509850,0.00001,4.00000,0.00001,0.00001,0.00001,0.00001
"Seymour Place, Marylebone",527501.302188187954016,181754.517414553003618,560.000000000000000,527501.302188187954016,181754.517414553003618,"29",0.0057409,200.000000,2372.74590,"2","0",0.1046077210,0.2316313820,55.48716,0.0177534110,0.0360234000,0.00001,5.00000,1.00000,13.00000,0.00001,4.00000
"Addison Road, Holland Park",524267.840845731028821,179883.907319254998583,561.000000000000000,524267.840845731028821,179883.907319254998583,"26",0.0030351,200.000000,986.33351,"1","0",0.0622665000,0.1145703610,13.69155,0.0080814800,0.0164366570,0.00001,0.00001,3.00000,0.00001,0.00001,0.00001
"Putney Bridge Station, Fulham",524405.040251408005133,175945.325991822988726,562.000000000000000,524405.040251408005133,175945.325991822988726,"21",0.0018207,200.000000,638.51510,"11","1",0.0709838100,0.1419676210,3.56598,0.0035244880,0.0172388180,2.00000,11.00000,0.00001,5.00000,0.00001,1.00000
"Colet Gardens, Hammersmith",523916.659135584020987,178412.864264817995718,563.000000000000000,523916.659135584020987,178412.864264817995718,"30",0.0042856,200.000000,1441.74109,"1","1",0.0236612700,0.0286425900,4.43952,0.0012796920,0.0041680490,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
"Sugden Road, Clapham",528064.487419290002435,175625.264104389003478,564.000000000000000,528064.487419290002435,175625.264104389003478,"19",0.0013999,200.000000,2143.17545,"4","0",0.0909090900,0.1344956410,0.00001,0.0075061030,0.0244387730,1.00000,3.00000,2.00000,10.00000,0.00001,7.00000
"Danvers Street, West Chelsea",527023.235980772995390,177541.054493080999237,565.000000000000000,527023.235980772995390,177541.054493080999237,"21",0.0023531,200.000000,781.85041,"4","0",0.0747198000,0.1556662510,0.00001,0.0074767990,0.0207638510,0.00001,4.00000,4.00000,0.00001,0.00001,1.00000
"Princedale Road , Holland Park",524430.251189162954688,180136.123499682988040,566.000000000000000,524430.251189162954688,180136.123499682988040,"20",0.0025354,200.000000,1371.48791,"3","0",0.0709838100,0.1519302610,15.23373,0.0066463410,0.0182040630,0.00001,1.00000,1.00000,4.00000,0.00001,1.00000
"Wandsworth Rd, Isley Court, Wandsworth Road",529166.592730102012865,176108.994013324991101,567.000000000000000,529166.592730102012865,176108.994013324991101,"30",0.0020079,200.000000,1577.42347,"4","0",0.0709838100,0.1369863010,19.23316,0.0054755250,0.0237282290,0.00001,5.00000,0.00001,2.00000,0.00001,0.00001
"Woodstock Grove, Shepherd's Bush",523818.753605408011936,179850.978459214005852,568.000000000000000,523818.753605408011936,179850.978459214005852,"24",0.0044005,200.000000,2262.78846,"12","2",0.0834371100,0.2166874220,1.52837,0.0062316170,0.0320893460,4.00000,3.00000,1.00000,12.00000,0.00001,0.00001
"London Fields, Hackney Central",534716.758132228977047,184261.128420942986850,569.000000000000000,534716.758132228977047,184261.128420942986850,"21",0.0011705,200.000000,693.74663,"1","1",0.1718555410,0.3437110830,6.12024,0.0287498660,0.0677667520,0.00001,1.00000,0.00001,3.00000,0.00001,2.00000
"Finlay Street, Fulham",523992.282176839013118,176831.980489542998839,570.000000000000000,523992.282176839013118,176831.980489542998839,"24",0.0014138,200.000000,1805.75568,"3","0",0.0772104600,0.1594022410,0.00001,0.0032304310,0.0201997720,1.00000,0.00001,0.00001,0.00001,0.00001,0.00001
"Aintree Street, Fulham",524399.754881010972895,177303.260315913998056,571.000000000000000,524399.754881010972895,177303.260315913998056,"24",0.0023351,200.000000,2738.98549,"3","0",0.1183063510,0.1843088410,0.00001,0.0061405920,0.0264512220,0.00001,0.00001,0.00001,3.00000,0.00001,0.00001
"Elysium Place, Fulham",524573.287020141026005,176204.116430594003759,572.000000000000000,524573.287020141026005,176204.116430594003759,"21",0.0021925,200.000000,1943.33987,"2","0",0.0684931500,0.1008717310,12.71163,0.0065879920,0.0125404520,0.00001,0.00001,0.00001,4.00000,0.00001,0.00001
"Eel Brook Common, Walham Green",525579.229401738964953,176808.226542351010721,573.000000000000000,525579.229401738964953,176808.226542351010721,"24",0.0027191,200.000000,1820.48017,"6","0",0.0797011200,0.1307596510,0.00001,0.0039483080,0.0201682290,0.00001,0.00001,1.00000,0.00001,0.00001,1.00000
"Irene Road, Parsons Green",525306.013070947024971,176526.885796860005939,574.000000000000000,525306.013070947024971,176526.885796860005939,"43",0.0048193,200.000000,1420.82570,"4","0",0.0846824400,0.1382316310,0.00001,0.0074147150,0.0174398280,0.00001,2.00000,0.00001,7.00000,0.00001,3.00000
"Surrey Lane, Battersea",527396.404880732996389,176734.735645935987122,575.000000000000000,527396.404880732996389,176734.735645935987122,"28",0.0036434,200.000000,2420.76698,"3","0",0.0797011200,0.1419676210,8.65562,0.0084946900,0.0267551050,1.00000,0.00001,0.00001,2.00000,0.00001,0.00001
"Wandsworth Town Station, Wandsworth",526017.991011873004027,175098.602642318990547,576.000000000000000,526017.991011873004027,175098.602642318990547,"33",0.0033235,200.000000,856.49211,"5","1",0.0909090900,0.1731008710,3.87980,0.0041476350,0.0261766080,1.00000,2.00000,0.00001,2.00000,0.00001,0.00001
"Lansdowne Road, Ladbroke Grove",524630.095770771033131,180252.717834795999806,577.000000000000000,524630.095770771033131,180252.717834795999806,"29",0.0038900,200.000000,1264.25430,"4","1",0.0772104600,0.1706102110,15.23373,0.0114051030,0.0254253520,1.00000,2.00000,2.00000,4.00000,0.00001,2.00000
