index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"Haggerston Road, Haggerston",533652.2553,184030.0446,702,533652.2553,184030.0446,37,0.0034703,200,2,3,0.00001,1,0.00001,1,0.00001,1730.43312,2,1,0.09215442,0.227895392,9.84795,0.010926233,0.047624179,2,0.00001,0.00001,0.00001,0.00001,0.00001,0.16885
"Culvert Road, Battersea",528042.4438,176288.8803,703,528042.4438,176288.8803,27,0.0028793,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1795.93306,0,0.00001,0.04856787,0.08966376,0.00001,0.000903962,0.015876347,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03823
"Newton Street, Covent Garden",530483.7147,181366.2015,704,530483.7147,181366.2015,24,0.0084882,200,0.00001,1,0.00001,1,0.00001,0.00001,0.00001,709.0728,5,1,0.06351183,0.183063511,7.62573,0.027247095,0.025732414,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.22066
"London Street, Paddington",526819.4201,181157.4288,705,526819.4201,181157.4288,19,0.0028553,200,2,19,1,7,4,15,0.00001,1457.11801,5,1,0.239103362,0.405977584,8.75991,0.041292071,0.063480234,2,0.00001,4,4,0.00001,7,0.07588
"Grenfell Road, Avondale",523977.631,180843.8376,706,523977.631,180843.8376,24,0.0032189,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2007.88963,0,0.00001,0.03486924,0.100871731,10.30905,0.002482596,0.009395424,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06992
"The Vale, Chelsea",526812.6517,177817.4361,707,526812.6517,177817.4361,24,0.0031163,200,0.00001,14,1,8,6,25,0.00001,1152.2523,6,0.00001,0.133250311,0.282689912,0.00001,0.028593319,0.041946774,0.00001,1,0.00001,10,0.00001,16,0.04721
"Prince of Wales Drive, Battersea Park",527941.6099,176733.9448,708,527941.6099,176733.9448,21,0.0023123,200,0.00001,4,1,1,0.00001,2,0.00001,1071.03731,1,0.00001,0.07596513,0.149439601,0.00001,0.005078952,0.028203305,0.00001,0.00001,0.00001,2,0.00001,1,0.03975
"Harcourt Terrace, West Brompton",525947.9478,178117.4142,709,525947.9478,178117.4142,24,0.0028115,200,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.00001,1899.95753,1,0.00001,0.122042341,0.227895392,9.70581,0.016047849,0.032694494,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06883
"Westbourne Park Road, Portobello",524915.6687,181422.7824,710,524915.6687,181422.7824,23,0.0026716,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,2786.87382,4,0.00001,0.05479452,0.123287671,6.17067,0.004140934,0.015542506,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.05866
"Broadley Terrace, Marylebone",527353.8896,182218.8251,711,527353.8896,182218.8251,18,0.0065617,200,0.00001,2,0.00001,1,0.00001,3,0.00001,2694.16756,5,1,0.05603985,0.134495641,0.00001,0.009532105,0.020780379,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.12429
"Humbolt Road, Fulham",524264.325,177546.9767,712,524264.325,177546.9767,26,0.0026007,200,0.00001,4,0.00001,0.00001,0.00001,1,0.00001,1900.11884,4,0.00001,0.09215442,0.144458281,0.00001,0.009610248,0.019841889,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.03779
"Storey's Gate, Westminster",529914.3116,179628.6008,713,529914.3116,179628.6008,21,0.0033656,200,0.00001,1,0.00001,10,14,1,0.00001,329.45673,3,0.00001,0.194271481,0.399750934,29.60977,0.090316331,0.042156301,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.18673
"Mile End Park Leisure Centre, Mile End",536592.7258,182020.3903,714,536592.7258,182020.3903,47,0.0044943,200,2,0.00001,1,0.00001,7,2,0.00001,1460.14975,5,0.00001,0.07596513,0.179327521,7.76138,0.005431325,0.026139767,2,0.00001,0.00001,0.00001,0.00001,0.00001,0.07622
"St. John's Road, Clapham Junction",527341.3704,175306.0594,715,527341.3704,175306.0594,33,0.0029353,200,6,19,2,0.00001,8,17,0.00001,1931.95174,11,0.00001,0.08219178,0.195516812,30.91741,0.010437785,0.032215266,6,4,0.00001,0.00001,0.00001,6,0.11439
"Ranelagh Gardens, Fulham",524650.2996,175808.837,716,524650.2996,175808.837,39,0.0034075,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,564.97278,4,1,0.05230386,0.103362391,0.00001,0.003885435,0.013798576,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.14326
"Ram Street, Wandsworth",525695.1628,174722.5241,717,525695.1628,174722.5241,25,0.0017912,200,3,5,0.00001,0.00001,1,5,0.00001,1050.61403,11,0.00001,0.123287671,0.219178082,19.44354,0.013353677,0.033629317,3,1,0.00001,2,0.00001,1,0.02071
"Santos Road, Wandsworth",525096.2486,174654.5607,718,525096.2486,174654.5607,30,0.0031915,200,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.00001,2134.19221,5,0.00001,0.04483188,0.05853051,0.00001,0.001580163,0.004706086,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.02563
"Clapham Common North Side, Clapham Common",527967.9399,175204.6619,719,527967.9399,175204.6619,37,0.0020671,200,0.00001,0.00001,0.00001,2,1,1,0.00001,1056.25908,2,0.00001,0.09464508,0.135740971,0.00001,0.002979945,0.02315894,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03423
"Sandilands Road, Walham Green",525677.4199,176514.8356,720,525677.4199,176514.8356,21,0.0021553,200,1,3,2,0.00001,3,14,0.00001,2188.72176,4,0.00001,0.08966376,0.169364881,0.00001,0.00266936,0.023828266,1,1,0.00001,1,0.00001,7,0.04157
"Gwendwr Road, West Kensington",524427.6068,178420.0854,721,524427.6068,178420.0854,30,0.0043494,200,1,7,0.00001,5,1,4,0.00001,3743.38669,1,0.00001,0.05479452,0.123287671,13.68768,0.002794685,0.019441889,1,0.00001,0.00001,1,0.00001,0.00001,0.11885
"Rifle Place, Avondale",523900.4661,180429.4696,722,523900.4661,180429.4696,21,0.0028094,200,0.00001,0.00001,0.00001,0.00001,1,2,0.00001,2216.09668,3,0.00001,0.02864259,0.0747198,45.89912,0.003329808,0.009979881,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.12852
"Binfield Road, Stockwell",530473.6788,176513.5287,723,530473.6788,176513.5287,35,0.0043041,200,2,6,3,0.00001,3,5,0.00001,2368.06813,10,1,0.108343711,0.175591531,5.73012,0.013096031,0.035732149,2,0.00001,0.00001,1,0.00001,0.00001,5.63683
"Tallis Street, Temple",531433.2828,180913.3053,724,531433.2828,180913.3053,24,0.0070784,200,0.00001,1,0.00001,0.00001,1,0.00001,0.00001,126.91825,2,0.00001,0.144458281,0.240348692,2.15966,0.073272625,0.023442208,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.24187
"Hurlingham Park, Parsons Green",524795.9272,176103.2641,725,524795.9272,176103.2641,20,0.0020313,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1335.35461,2,0.00001,0.02988792,0.09464508,0.00001,0.001011338,0.013950791,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.05785
"Little Brook Green, Brook Green",523390.5642,179019.7729,726,523390.5642,179019.7729,33,0.0024421,200,2,7,1,0.00001,2,4,0.00001,727.97833,2,0.00001,0.05105853,0.140722291,4.26711,0.005772054,0.016615005,2,0.00001,0.00001,1,0.00001,0.00001,0.04521
"Limburg Road, Clapham Junction",527551.2505,175257.8449,727,527551.2505,175257.8449,21,0.0017594,200,2,37,9,1,6,19,0.00001,2557.08329,5,0.00001,0.03985056,0.06600249,0.00001,0.00062894,0.012292832,2,0.00001,1,18,0.00001,6,0.05568
"Houndsditch, Aldgate",533518.1965,181253.5315,728,533518.1965,181253.5315,28,0.007435,200,1,16,3,3,5,1,0.00001,468.00266,9,1,0.170610211,0.237858032,4.56005,0.067882297,0.030017997,1,1,0.00001,2,0.00001,0.00001,0.3874
"Imperial Wharf Station, Sands End",526266.8051,176646.0293,729,526266.8051,176646.0293,25,0.0025446,200,2,2,0.00001,1,4,1,0.00001,1357.00747,8,1,0.141967621,0.225404732,0.00001,0.015316543,0.034253562,2,0.00001,1,1,0.00001,0.00001,0.3466
"Victoria & Albert Museum, South Kensington",526921.3534,179023.344,730,526921.3534,179023.344,30,0.0233129,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,529.48645,4,0.00001,0.04483188,0.173100871,0.00001,0.011567725,0.01760979,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.17256
"Halford Road, West Kensington",525245.4077,177649.034,731,525245.4077,177649.034,24,0.0022683,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1795.57146,0,0.00001,0.098381071,0.219178082,0.00001,0.008910644,0.033581199,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06418
"Monier Road, Hackney Wick",537293.9851,184235.3609,732,537293.9851,184235.3609,27,0.0010609,200,0.00001,4,0.00001,0.00001,7,6,0.00001,228.36404,1,0.00001,0.08219178,0.149439601,22.49388,0.007925834,0.025847992,0.00001,0.00001,0.00001,2,0.00001,5,0.05744
"East Village, Queen Elizabeth Olympic Park",538088.1953,184924.4368,733,538088.1953,184924.4368,34,0.0010596,200,2,11,0.00001,2,10,4,1,42.52568,6,2,0.05105853,0.100871731,1.42046,0.005549952,0.015878737,2,0.00001,2,3,0.00001,0.00001,0.19063
"Lee Valley VeloPark, Queen Elizabeth Olympic Park",537677.0657,185253.5594,734,537677.0657,185253.5594,44,0.0016591,200,0.00001,0.00001,0.00001,0.00001,3,0.00001,0.00001,24.11239,0,0.00001,0.03486924,0.06973848,2.20164,0.000699114,0.010674127,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05466
"Timber Lodge, Queen Elizabeth Olympic Park",537758.0955,184967.1647,735,537758.0955,184967.1647,35,0.0016852,200,0.00001,1,0.00001,0.00001,9,0.00001,0.00001,37.40293,0,0.00001,0.03237858,0.07222914,16.31616,0.001529741,0.014110748,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08343
"Copper Box Arena, Queen Elizabeth Olympic Park",537357.136,184746.8165,736,537357.136,184746.8165,31,0.0021144,200,0.00001,15,0.00001,2,5,0.00001,0.00001,152.62563,2,0.00001,0.03362391,0.08468244,7.41141,0.003199235,0.012453623,0.00001,1,0.00001,10,0.00001,0.00001,0.05575
"Podium, Queen Elizabeth Olympic Park",537976.1347,184073.8395,737,537976.1347,184073.8395,40,0.0010828,200,1,1,0.00001,0.00001,7,0.00001,0.00001,83.18468,0,0.00001,0.03985056,0.099626401,25.09031,0.003512003,0.014627071,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.16196
"Stratford Station, Stratford",538458.4905,184431.2097,738,538458.4905,184431.2097,28,0.0005465,200,4,24,0.00001,0.00001,5,28,0.00001,440.12356,9,1,0.04732254,0.119551681,2.46095,0.005825392,0.016649171,4,0.00001,0.00001,10,0.00001,18,5.37769
"Blackfriars Road, Southwark",531642.9059,180205.8244,739,531642.9059,180205.8244,42,0.0136726,200,1,14,1,0.00001,1,3,0.00001,754.92252,7,1,0.159402241,0.272727272,9.70148,0.065405015,0.039592791,1,0.00001,0.00001,7,0.00001,2,0.43828
"Cromer Street, Bloomsbury",530538.2429,182719.4565,740,530538.2429,182719.4565,28,0.0072136,200,0.00001,1,0.00001,1,1,0.00001,0.00001,1917.33879,5,0.00001,0.04732254,0.145703611,6.35798,0.015312559,0.029084382,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07165
"Victoria Rise, Clapham Common",528768.9056,175229.1515,741,528768.9056,175229.1515,23,0.0009146,200,0.00001,0.00001,0.00001,2,6,0.00001,0.00001,682.11677,5,0.00001,0.07721046,0.124533001,7.23315,0.005022041,0.021499053,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04037
"Euston Square Gardens, Euston",529688.6333,182560.9908,742,529688.6333,182560.9908,30,0.0102104,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,673.42076,14,1,0.109589041,0.210460772,5.40802,0.018137498,0.052482703,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.59275
"Coram Street, Bloomsbury",530076.9923,182226.5447,743,530076.9923,182226.5447,29,0.0086384,200,0.00001,2,0.00001,0.00001,1,1,0.00001,2139.35591,9,1,0.09090909,0.189290161,26.5191,0.017463916,0.030504354,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.14947
"Ossulston Street, Somers Town",529934.5369,182816.6101,744,529934.5369,182816.6101,30,0.0054924,200,1,10,2,1,8,1,0.00001,2042.07099,2,0.00001,0.110834371,0.290161892,11.96067,0.019662733,0.042250277,1,1,1,2,0.00001,0.00001,0.16619
"Birkenhead Street, King's Cross",530347.628,182927.6644,745,530347.628,182927.6644,27,0.010737,200,3,22,0.00001,3,1,5,0.00001,1070.05629,12,1,0.143212951,0.268991282,15.53898,0.028314377,0.057027193,3,0.00001,2,6,0.00001,0.00001,0.07441
"Kings Gate House, Westminster",529371.4695,179282.8876,746,529371.4695,179282.8876,24,0.0081393,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,984.99162,3,0.00001,0.119551681,0.209215442,68.8692,0.067077612,0.017806762,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.32998
"Sopwith Way, Battersea Park",528622.1996,177419.5464,747,528622.1996,177419.5464,30,0.0033152,200,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,1237.81146,4,0.00001,0.108343711,0.256537982,12.41147,0.012422954,0.046190157,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05846
"Lavington Street, Bankside",532101.1187,180198.7496,748,532101.1187,180198.7496,29,0.0496183,200,0.00001,6,0.00001,0.00001,2,0.00001,0.00001,1001.59933,4,0.00001,0.103362391,0.180572851,20.49983,0.042835188,0.02020346,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.19341
"Albert Square, Stockwell",530776.4882,176969.3878,749,530776.4882,176969.3878,32,0.003366,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,2713.81976,3,0.00001,0.09464508,0.156911581,0.00001,0.005042762,0.03156424,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.11297
"Southwark Street, Bankside",532075.524,180205.4559,750,532075.524,180205.4559,23,0.0398486,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1025.48413,3,0.00001,0.05603985,0.195516812,10.87275,0.025043213,0.025171743,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.19486
"Good's Way, King's Cross",530135.6716,183424.3634,751,530135.6716,183424.3634,27,0.0040044,200,0.00001,28,1,0.00001,6,22,1,75.08333,1,0.00001,0.119551681,0.325031133,15.22015,0.042247834,0.052378591,0.00001,0.00001,0.00001,11,0.00001,20,0.05941
"The Metropolitan, Portobello",524925.0538,181714.3108,752,524925.0538,181714.3108,18,0.0014207,200,0.00001,0.00001,0.00001,1,0.00001,1,0.00001,1863.12511,5,1,0.08219178,0.164383561,181.25345,0.0081015,0.027202467,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.72755
"Handyside Street, King's Cross",530153.0277,183715.983,753,530153.0277,183715.983,27,0.0028063,200,0.00001,6,0.00001,0.00001,2,9,2,194.91203,2,0.00001,0.112079701,0.211706102,17.64948,0.033076807,0.03031247,0.00001,2,0.00001,2,0.00001,9,0.04724
"Bevington Road West, North Kensington",524361.0072,181765.693,754,524361.0072,181765.693,24,0.0013353,200,1,17,4,0.00001,8,25,0.00001,2243.96818,0,0.00001,0.0871731,0.174346201,0.00001,0.011829552,0.022610664,1,0.00001,0.00001,8,0.00001,12,0.03591
"Gauden Road, Clapham",529932.1871,175659.385,755,529932.1871,175659.385,28,0.0011322,200,0.00001,16,1,0.00001,5,9,0.00001,2056.61811,9,2,0.148194271,0.266500622,3.28707,0.007309048,0.055112164,0.00001,0.00001,0.00001,4,0.00001,1,0.75321
"Lincoln's Inn Fields, Holborn",530659.5174,181382.3138,756,530659.5174,181382.3138,28,0.0102622,200,1,32,3,3,2,9,0.00001,386.92639,5,1,0.06600249,0.231631382,0.00001,0.031135203,0.023229386,1,0.00001,1,9,0.00001,3,0.17611
"Tate Modern, Bankside",532041.5775,180351.0343,757,532041.5775,180351.0343,30,0.0103096,200,0.00001,3,0.00001,0.00001,0.00001,1,0.00001,867.17213,3,0.00001,0.06973848,0.226650062,10.87275,0.02245992,0.036659661,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.19006
"Westferry Circus, Canary Wharf",536971.6687,180373.35,758,536971.6687,180373.35,36,0.0021376,200,0.00001,2,1,0.00001,3,1,2,582.25912,4,0.00001,0.08841843,0.174346201,5.88175,0.026048559,0.016462265,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08981
"Here East North, Queen Elizabeth Olympic Park",537203.4627,185166.2807,759,537203.4627,185166.2807,28,0.0011192,200,1,0.00001,0.00001,0.00001,2,0.00001,1,76.77355,2,0.00001,0.01120797,0.02615193,11.60545,0.000404837,0.002031165,1,0.00001,0.00001,0.00001,1,0.00001,0.03906
"New Spring Gardens Walk, Vauxhall",530432.6764,178207.9993,760,530432.6764,178207.9993,37,0.0086846,200,0.00001,6,0.00001,0.00001,0.00001,0.00001,0.00001,600.7812,4,0.00001,0.07222914,0.129514321,7.51072,0.028662536,0.026806581,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.70346
"Clapham Road, Lingham Street, Stockwell",530427.137,176380.1866,761,530427.137,176380.1866,30,0.0037677,200,0.00001,4,1,0.00001,0.00001,6,0.00001,2645.73945,8,1,0.05977584,0.07845579,10.92127,0.006892521,0.014596197,0.00001,0.00001,0.00001,1,0.00001,1,0.82198
"Lambeth Palace Road, Waterloo",530826.9191,179586.2584,762,530826.9191,179586.2584,35,0.0083155,200,1,5,0.00001,0.00001,7,2,1,350.53239,7,0.00001,0.207970112,0.381070983,2.26977,0.072500592,0.052733743,1,2,0.00001,2,1,1,0.59423
"Here East South, Queen Elizabeth Olympic Park",537350.5879,184923.3915,763,537350.5879,184923.3915,28,0.0020805,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,143.81804,1,0.00001,0.00871731,0.01618929,16.15741,0.002750334,0.000910015,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.05078
"Riverlight South, Nine Elms",529379.5531,177461.7476,764,529379.5531,177461.7476,26,0.0033524,200,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,121.1048,2,0.00001,0.095890411,0.186799501,7.84255,0.015377218,0.032034133,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.08367
"Westminster Pier, Westminster",530321.867,179732.1493,765,530321.867,179732.1493,27,0.0043843,200,1,3,1,3,4,2,0.00001,141.61149,8,1,0.188044831,0.420921544,2.65285,0.08316353,0.05319699,1,3,0.00001,0.00001,0.00001,1,0.49003
"Belvedere Road 2, South Bank",530929.7111,180270.6943,766,530929.7111,180270.6943,38,0.1723701,200,1,2,0.00001,0.00001,0.00001,0.00001,0.00001,423.81225,6,0.00001,0.100871731,0.242839352,14.37728,0.022694196,0.047662856,1,0.00001,0.00001,1,0.00001,0.00001,0.63265
"Victory Place, Walworth",532559.4096,178818.208,767,532559.4096,178818.208,24,0.0038591,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,1302.76568,2,0.00001,0.08219178,0.122042341,0.7212,0.010869734,0.026319563,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.13898
"Battersea Power Station, Battersea Park",528712.3935,177684.5536,768,528712.3935,177684.5536,27,0.0032668,200,0.00001,13,0.00001,0.00001,5,2,0.00001,1487.99228,4,0.00001,0.122042341,0.358655043,1.47541,0.023889659,0.049289397,0.00001,1,0.00001,9,0.00001,0.00001,0.06896
"Allington Street, Victoria",529006.2964,179182.361,769,529006.2964,179182.361,28,0.0075312,200,4,63,5,2,6,18,0.00001,581.51921,26,1,0.312577833,0.430884184,28.23468,0.102001922,0.068759608,4,0.00001,1,22,0.00001,3,11.4779
"Cranmer Road, Stockwell",531239.1828,177312.9803,770,531239.1828,177312.9803,24,0.0018621,200,0.00001,15,3,2,1,11,0.00001,2082.24236,6,0.00001,0.156911581,0.249066002,6.73331,0.031216045,0.054116776,0.00001,0.00001,0.00001,8,0.00001,1,0.13806
"Normandy Road, Stockwell",531179.0063,176676.4398,771,531179.0063,176676.4398,32,0.0018779,200,0.00001,0.00001,0.00001,1,1,0.00001,0.00001,1808.69263,3,0.00001,0.109589041,0.179327521,10.87195,0.005505195,0.038142795,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.08585
"Wynne Road, Stockwell",531185.5257,176156.9339,772,531185.5257,176156.9339,25,0.0013424,200,1,4,0.00001,0.00001,0.00001,6,0.00001,1934.10615,4,0.00001,0.05354919,0.07721046,0.00001,0.002642853,0.017070663,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.09819
"Sidney Road, Stockwell",530743.1705,176149.8534,773,530743.1705,176149.8534,27,0.001684,200,1,3,0.00001,1,0.00001,3,0.00001,2962.12218,4,0.00001,0.08841843,0.139476961,0.00001,0.007705282,0.029097355,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.14263
"St John's Crescent, Brixton",531158.3466,175830.1206,774,531158.3466,175830.1206,25,0.0013107,200,0.00001,1,0.00001,0.00001,1,0.00001,0.00001,1719.83815,11,0.00001,0.03362391,0.08841843,5.25823,0.003183251,0.022807528,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.1831
"Ferndale Road, Brixton",530985.2327,175578.3948,775,530985.2327,175578.3948,30,0.001356,200,5,26,2,1,8,11,0.00001,1121.49377,8,1,0.08841843,0.199252802,1.87792,0.004534597,0.040607367,5,1,0.00001,7,0.00001,1,0.87586
"Saltoun Road, Brixton",531023.7812,175158.3894,776,531023.7812,175158.3894,42,0.0011064,200,0.00001,7,0.00001,0.00001,8,5,1,1683.99731,12,0.00001,0.08468244,0.206724782,14.61319,0.006304721,0.04649311,0.00001,1,0.00001,3,0.00001,1,0.33969
"Gas Holders, Battersea Park",528717.9725,177072.3015,777,528717.9725,177072.3015,26,0.0041291,200,0.00001,10,0.00001,2,2,7,0.00001,760.01146,7,1,0.216687422,0.291407222,21.26338,0.032704217,0.047309159,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.05267
"Farringdon Street, Holborn",531586.0472,181464.3503,778,531586.0472,181464.3503,25,0.0103477,200,2,17,0.00001,1,11,0.00001,1,180.15983,14,1,0.134495641,0.232876712,44.18528,0.076649273,0.018988494,2,0.00001,0.00001,5,0.00001,0.00001,0.11531
"York Way, Kings Cross",530099.1675,184189.5242,779,530099.1675,184189.5242,24,0.0014189,200,1,7,0.00001,0.00001,0.00001,1,0.00001,696.58533,3,0.00001,0.08841843,0.156911581,21.90972,0.021316421,0.027474665,1,0.00001,0.00001,1,0.00001,0.00001,0.03587
"Fore Street Avenue, Guildhall",532521.3687,181632.659,780,532521.3687,181632.659,25,0.0089612,200,0.00001,8,0.00001,3,5,0.00001,0.00001,647.59207,3,1,0.146948941,0.216687422,19.17095,0.062916278,0.025236537,0.00001,2,0.00001,3,0.00001,0.00001,0.25542
"Sea Containers, South Bank",531480.5808,180488.1981,781,531480.5808,180488.1981,30,0.0090892,200,0.00001,1,0.00001,0.00001,4,1,0.00001,763.64169,6,0.00001,0.185554171,0.321295143,9.29412,0.060921507,0.044849955,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.25523
"George Row, Bermondsey",534131.768,179502.125,782,534131.768,179502.125,22,0.0018281,200,0.00001,3,1,1,0.00001,1,0.00001,1427.09374,5,0.00001,0.128268991,0.231631382,16.31443,0.019765932,0.047069134,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.1198
"Tower Wharf, Bermondsey",533729.9881,179745.5647,783,533729.9881,179745.5647,20,0.0029047,200,0.00001,5,0.00001,0.00001,1,4,0.00001,2806.57743,4,0.00001,0.122042341,0.278953922,1.70898,0.022247863,0.055940366,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.11109
