index,nearest_x,nearest_y,station_id,x,y,docks_num,destinatio,distance,finance,food_drink,hospital,residence,leisure,shopping,school,population,bus_stop,tube_num,deg_mopeak,deg_nipeak,ride_len,egi_mopeak,egi_nipeak,finance1,leisure1,residence1,restaurant,university,shopping1,tube_acce
"Crabtree Lane, Fulham",523739.5924,177503.438,609,523739.5924,177503.438,27,0.0025965,200,3,1,2,0.00001,0.00001,4,2,2404.17462,4,0.00001,0.05977584,0.155666251,0.00001,0.002322145,0.021666316,3,0.00001,1,1,0.00001,0.00001,0.02926
"Broomhouse Lane, Parsons Green",525182.846,175920.5758,610,525182.846,175920.5758,29,0.0028944,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,976.46333,1,0.00001,0.0249066,0.07721046,0.00001,0.003530931,0.010235765,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03637
"Blythe Road West, Shepherd's Bush",523526.0528,179361.0065,611,523526.0528,179361.0065,21,0.0020796,200,0.00001,10,4,2,4,6,0.00001,2390.89308,2,0.00001,0.07721046,0.128268991,17.98622,0.005037897,0.017595683,0.00001,0.00001,2,6,0.00001,1,0.07575
"Ethelburga Estate, Battersea Park",527545.008,176963.6988,612,527545.008,176963.6988,30,0.0033149,200,0.00001,1,0.00001,3,1,0.00001,0.00001,1515.61273,0,0.00001,0.168119551,0.286425902,5.73209,0.022841824,0.049476341,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.03915
"Blackfriars Station, St. Paul's",531727.2256,180940.013,613,531727.2256,180940.013,35,0.0076803,200,2,16,1,4,4,2,0.00001,109.12941,8,2,0.255292652,0.344956413,3.2847,0.093145915,0.049883647,2,0.00001,1,5,0.00001,0.00001,1.63729
"West Kensington Station, West Kensington",524642.3247,178410.2665,614,524642.3247,178410.2665,22,0.0026565,200,0.00001,0.00001,0.00001,0.00001,0.00001,2,1,2441.23524,3,1,0.06724782,0.138231631,13.68768,0.001599223,0.023626755,0.00001,0.00001,1,0.00001,0.00001,0.00001,4.54359
"All Saints Church, Portobello",524811.708,181240.6868,615,524811.708,181240.6868,37,0.0046497,200,1,19,2,1,2,30,1,3234.81084,3,0.00001,0.08219178,0.186799501,28.91442,0.006297042,0.024059434,1,0.00001,0.00001,9,0.00001,15,0.04882
"Phene Street, Chelsea",527306.4791,177814.6138,616,527306.4791,177814.6138,24,0.0029818,200,0.00001,1,0.00001,8,5,2,0.00001,1653.80973,0,0.00001,0.107098381,0.227895392,1.35963,0.014723322,0.029210038,0.00001,0.00001,0.00001,1,0.00001,1,0.04914
"Clarendon Road, Avondale",524201.4426,180885.3126,617,524201.4426,180885.3126,24,0.0029979,200,0.00001,1,2,1,2,2,0.00001,1935.39313,0,0.00001,0.03985056,0.05853051,10.30905,0.002156793,0.008866423,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.05318
"Austin Road, Battersea Park",528199.4985,176665.8676,618,528199.4985,176665.8676,24,0.0025923,200,0.00001,10,2,0.00001,2,4,1,2545.88982,2,0.00001,0.08219178,0.206724782,0.00001,0.008988601,0.037824488,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.04106
"Smugglers Way, Wandsworth",525717.0417,175117.0288,619,525717.0417,175117.0288,22,0.0024049,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,441.36284,0,0.00001,0.06351183,0.08841843,20.57381,0.004068182,0.010338484,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.02348
"Harris Academy, Bermondsey",533918.1364,178842.8928,620,533918.1364,178842.8928,18,0.001056,200,0.00001,3,0.00001,0.00001,0.00001,1,0.00001,2105.76236,6,0.00001,0.05105853,0.098381071,3.28731,0.005657201,0.025116943,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.06802
"Shepherd's Bush Road North, Shepherd's Bush",523486.6143,179571.1685,621,523486.6143,179571.1685,34,0.0031738,200,0.00001,5,3,0.00001,1,3,0.00001,2270.92126,3,0.00001,0.07098381,0.154420921,8.18834,0.005594779,0.025954971,0.00001,0.00001,0.00001,4,0.00001,1,0.11849
"Ravenscourt Park Station, Hammersmith",522509.747,178726.612,622,522509.747,178726.612,26,0.0008227,200,0.00001,18,2,1,3,3,0.00001,982.87974,6,1,0.104607721,0.180572851,21.87287,0.013915325,0.022866451,0.00001,0.00001,0.00001,9,0.00001,0.00001,0.43957
"Teversham Lane, Stockwell",530426.5754,176912.224,623,530426.5754,176912.224,39,0.0035896,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2513.80132,3,0.00001,0.04109589,0.095890411,0.00001,0.001242501,0.020360319,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.13144
"Ashley Crescent, Battersea",528443.2563,175866.0767,624,528443.2563,175866.0767,28,0.0021365,200,3,23,5,0.00001,9,18,0.00001,2208.41147,4,0.00001,0.122042341,0.160647571,0.00001,0.006870783,0.030850066,3,1,0.00001,15,0.00001,1,0.03849
"Parsons Green Station, Parsons Green",524967.4149,176659.0779,625,524967.4149,176659.0779,56,0.0051767,200,3,4,1,0.00001,0.00001,7,0.00001,2368.77412,1,1,0.124533001,0.191780821,6.36391,0.006696812,0.026796558,3,0.00001,0.00001,1,0.00001,2,4.34689
"Chicheley Street, South Bank",530808.9175,179881.4051,626,530808.9175,179881.4051,24,0.0063548,200,1,25,1,6,5,6,0.00001,669.18343,9,1,0.159402241,0.305105853,0.87305,0.053044385,0.041009176,1,2,3,7,0.00001,1,1.8939
"Hibbert Street, Battersea",526491.2574,175594.5381,627,526491.2574,175594.5381,36,0.0035598,200,1,4,2,0.00001,0.00001,4,0.00001,2098.81611,4,0.00001,0.099626401,0.181818181,1.84397,0.005890368,0.031231188,1,0.00001,0.00001,1,0.00001,0.00001,0.0367
"Carnegie Street, King's Cross",530752.6088,183526.25,628,530752.6088,183526.25,40,0.0055574,200,0.00001,4,1,0.00001,11,5,0.00001,1833.24886,4,0.00001,0.08094645,0.133250311,20.01133,0.016780609,0.021467273,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04808
"Usk Road, Clapham Junction",526377.7955,175401.4609,629,526377.7955,175401.4609,30,0.0034508,200,0.00001,1,0.00001,0.00001,1,2,0.00001,1715.6296,3,0.00001,0.08966376,0.140722291,2.50824,0.003573014,0.024224495,0.00001,1,0.00001,0.00001,0.00001,1,0.03147
"Hartington Road, Stockwell",530174.7619,177097.9004,630,530174.7619,177097.9004,35,0.0030744,200,0.00001,3,0.00001,0.00001,1,3,0.00001,2216.75082,0,0.00001,0.09464508,0.216687422,64.21037,0.009321483,0.053117872,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.10909
"Heath Road, Battersea",528837.8051,176035.9426,631,528837.8051,176035.9426,27,0.002016,200,0.00001,3,0.00001,0.00001,1,1,0.00001,1567.54298,2,0.00001,0.05603985,0.0871731,0.00001,0.004357953,0.016558976,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.04521
"Esmond Street, Putney",524344.8407,175224.5364,632,524344.8407,175224.5364,30,0.0034668,200,0.00001,0.00001,0.00001,1,1,0.00001,0.00001,1352.20871,0,0.00001,0.02241594,0.04109589,0.00001,0.000294588,0.006206095,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.05238
"Orbel Street, Battersea",527174.1892,176652.9973,633,527174.1892,176652.9973,26,0.0030889,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,2071.72269,1,0.00001,0.09215442,0.148194271,8.65562,0.010871222,0.025733938,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03702
"Westbridge Road, Battersea",527157.4997,177001.1769,634,527157.4997,177001.1769,28,0.0031882,200,2,7,0.00001,0.00001,0.00001,3,0.00001,2129.8619,5,0.00001,0.154420921,0.342465753,0.00001,0.013933546,0.046532448,2,0.00001,0.00001,5,0.00001,0.00001,0.03801
"Bishop's Avenue, Fulham",524090.3107,176403.1285,635,524090.3107,176403.1285,46,0.0027921,200,0.00001,4,1,0.00001,1,1,0.00001,644.51947,1,0.00001,0.09339975,0.127023661,0.00001,0.007017091,0.014085925,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.03077
"Crisp Road, Hammersmith",523221.1666,178062.936,636,523221.1666,178062.936,46,0.0033313,200,0.00001,0.00001,0.00001,0.00001,1,1,0.00001,1506.86432,0,0.00001,0.07970112,0.201743462,59.15994,0.00531105,0.023963665,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0285
"Dorothy Road, Clapham Junction",527657.1066,175610.0817,637,527657.1066,175610.0817,28,0.0023023,200,2,15,1,1,3,5,0.00001,1476.33744,4,0.00001,0.08094645,0.171855541,53.01592,0.00688597,0.028749217,2,0.00001,1,5,0.00001,0.00001,0.05533
"Neville Gill Close, Wandsworth",525498.7145,174409.5626,638,525498.7145,174409.5626,32,0.0015172,200,4,13,5,1,9,28,0.00001,1700.17715,4,0.00001,0.07098381,0.139476961,4.97657,0.003665666,0.023241026,4,2,1,8,0.00001,13,0.01898
"Osiers Road, Wandsworth",525232.6524,175058.3282,639,525232.6524,175058.3282,30,0.0035845,200,1,0.00001,0.00001,0.00001,0.00001,1,0.00001,996.57481,2,0.00001,0.08094645,0.120797011,1.33239,0.002110471,0.015533843,1,0.00001,0.00001,0.00001,0.00001,0.00001,0.02594
"Beryl Road, Hammersmith",523509.3931,178076.7998,640,523509.3931,178076.7998,26,0.0024859,200,0.00001,7,0.00001,0.00001,0.00001,1,0.00001,1847.30995,1,0.00001,0.09090909,0.168119551,0.00001,0.00909325,0.019902944,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.03655
"Clements Road, Bermondsey",534649.936,179162.3256,641,534649.936,179162.3256,23,0.0015624,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,1513.45344,2,0.00001,0.03362391,0.102117061,0.00001,0.006085985,0.02352817,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.12842
"Northfields, Wandsworth",525102.7669,175088.1017,642,525102.7669,175088.1017,28,0.0033437,200,0.00001,0.00001,1,0.00001,0.00001,1,0.00001,1082.51695,2,0.00001,0.03860523,0.06102117,38.69687,0.00116948,0.005935047,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.02832
"Spanish Road, Clapham Junction",526475.8882,174929.7248,643,526475.8882,174929.7248,30,0.0023721,200,0.00001,0.00001,1,1,2,1,0.00001,1872.60004,4,0.00001,0.03486924,0.04358655,4.05065,0.002238838,0.00459858,0.00001,2,0.00001,0.00001,0.00001,1,0.02643
"Stanley Grove, Battersea",528441.3087,176230.5355,644,528441.3087,176230.5355,24,0.0022182,200,0.00001,1,0.00001,0.00001,1,1,0.00001,1631.13594,3,0.00001,0.06475716,0.09090909,0.00001,0.006324528,0.014722095,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.0402
"Erin Close, Walham Green",525389.7922,177156.3256,645,525389.7922,177156.3256,24,0.0037188,200,4,12,1,0.00001,2,5,0.00001,1961.24471,10,1,0.09339975,0.210460772,18.25308,0.007159551,0.025090955,4,0.00001,0.00001,6,0.00001,0.00001,0.13812
"Cadogan Close, Victoria Park",536788.9227,184422.285,646,536788.9227,184422.285,22,0.0008091,200,0.00001,0.00001,0.00001,1,4,0.00001,0.00001,426.03905,4,0.00001,0.07347447,0.127023661,22.84267,0.006068134,0.023167342,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03853
"Felsham Road, Putney",524046.7506,175486.4503,647,524046.7506,175486.4503,18,0.0019299,200,3,5,0.00001,2,3,3,0.00001,1480.23109,6,0.00001,0.06351183,0.146948941,11.66545,0.004979382,0.020731892,3,0.00001,1,3,0.00001,1,0.03215
"Putney Rail Station, Putney",523997.0287,175037.6262,648,523997.0287,175037.6262,20,0.0036834,200,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.00001,1364.25587,11,1,0.04109589,0.08468244,0.00001,0.002669233,0.008830666,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04398
"Islington Green, Angel",531680.9177,183647.9295,649,531680.9177,183647.9295,21,0.0020718,200,3,59,4,4,13,10,0.00001,1684.53924,7,0.00001,0.207970112,0.432129514,49.78885,0.041177026,0.078069626,3,1,0.00001,35,0.00001,4,0.05273
"Charing Cross Hospital, Hammersmith",523821.9196,177987.8146,650,523821.9196,177987.8146,21,0.0022111,200,0.00001,2,0.00001,2,0.00001,0.00001,0.00001,1406.53444,0,0.00001,0.103362391,0.190535491,23.58414,0.014574162,0.020281417,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.05137
"Charlotte Terrace, Angel",530996.0238,183627.6293,651,530996.0238,183627.6293,25,0.0030914,200,0.00001,1,0.00001,0.00001,2,3,0.00001,2103.68957,6,0.00001,0.08219178,0.124533001,0.00001,0.007696258,0.023410942,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.04794
"Shoreditch Court, Haggerston",533929.8026,184006.6169,652,533929.8026,184006.6169,35,0.0033729,200,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.00001,1615.37841,4,0.00001,0.09090909,0.139476961,12.06858,0.009239274,0.027653146,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04853
"Belford House, Haggerston",533934.1194,183736.647,653,533934.1194,183736.647,39,0.0049759,200,0.00001,0.00001,0.00001,0.00001,1,0.00001,0.00001,2068.23463,4,0.00001,0.04358655,0.07347447,6.41793,0.005895198,0.012574507,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04979
"Battersea Church Road, Battersea",526878.4746,176915.3834,654,526878.4746,176915.3834,25,0.0027243,200,0.00001,2,0.00001,1,0.00001,1,0.00001,2244.10553,2,0.00001,0.107098381,0.211706102,7.43938,0.011617551,0.036554744,0.00001,0.00001,0.00001,1,0.00001,1,0.03781
"Vicarage Crescent, Battersea",526760.072,176455.6813,655,526760.072,176455.6813,30,0.0028054,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,1,1419.74254,2,0.00001,0.110834371,0.186799501,63.68477,0.007439768,0.027018124,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0377
"Durant Street, Bethnal Green",534283.9225,182858.4077,656,534283.9225,182858.4077,24,0.0031294,200,0.00001,0.00001,1,0.00001,1,0.00001,0.00001,2922.28051,0,0.00001,0.09464508,0.183063511,20.37682,0.005298444,0.039442616,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06912
"St. Bride Street, Holborn",531560.0084,181268.9435,657,531560.0084,181268.9435,25,0.0096732,200,1,12,0.00001,1,2,0.00001,0.00001,141.08874,7,1,0.133250311,0.224159402,9.96563,0.068773569,0.017884066,1,0.00001,0.00001,3,0.00001,0.00001,0.14688
"Mexfield Road, East Putney",524964.691,174625.1456,658,524964.691,174625.1456,18,0.0018119,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,1965.22426,5,0.00001,0.04358655,0.04483188,274.14011,0.000743971,0.006572906,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.02936
"Upper Richmond Road, Putney",524305.3353,174938.0385,659,524305.3353,174938.0385,25,0.0036654,200,0.00001,2,0.00001,0.00001,0.00001,1,0.00001,1297.02819,3,1,0.03860523,0.06849315,6.30844,0.001494899,0.008849316,0.00001,0.00001,0.00001,2,0.00001,0.00001,0.27982
"Snowsfields, London Bridge",533108.07,179871.9977,660,533108.07,179871.9977,31,0.0058151,200,0.00001,13,0.00001,0.00001,1,5,0.00001,937.34698,1,0.00001,0.138231631,0.302615193,106.39861,0.039216311,0.059878666,0.00001,0.00001,0.00001,4,0.00001,0.00001,0.33209
"Barons Court Station, West Kensington",524016.5547,178313.3618,661,524016.5547,178313.3618,32,0.0046142,200,2,0.00001,0.00001,2,1,0.00001,0.00001,1118.82188,1,1,0.08966376,0.141967621,0.00001,0.005181249,0.015929839,2,1,0.00001,0.00001,0.00001,0.00001,1.50748
"Disraeli Road, Putney",524018.9936,175129.6801,662,524018.9936,175129.6801,33,0.0068681,200,4,2,0.00001,2,0.00001,2,0.00001,1557.35849,11,1,0.0622665,0.097135741,0.00001,0.004367083,0.015317116,4,0.00001,0.00001,0.00001,0.00001,0.00001,0.04069
"Montserrat Road , Putney",524056.676,175310.9114,663,524056.676,175310.9114,23,0.0030924,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1487.57797,4,0.00001,0.04234122,0.100871731,11.66545,0.003763975,0.011970759,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03491
"Albert Bridge Road, Battersea Park",527656.9078,176648.1068,664,527656.9078,176648.1068,20,0.002332,200,1,3,0.00001,2,1,7,0.00001,1572.48538,1,0.00001,0.122042341,0.214196762,31.93607,0.009964283,0.038386731,1,0.00001,0.00001,1,0.00001,1,0.03805
"Everington Street, Fulham",523944.114,177553.7264,665,523944.114,177553.7264,31,0.0033166,200,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.00001,2044.82209,4,0.00001,0.0622665,0.145703611,0.00001,0.004389159,0.018629622,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.03336
"Mile End Stadium, Mile End",536438.6401,181785.2474,666,536438.6401,181785.2474,22,0.0020638,200,0.00001,1,0.00001,1,4,0.00001,0.00001,1362.89002,2,0.00001,0.08094645,0.159402241,91.10586,0.006271653,0.026831923,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06911
"Hawley Crescent, Camden Town",528858.3812,184092.9881,667,528858.3812,184092.9881,22,0.0031928,200,0.00001,0.00001,0.00001,1,0.00001,0.00001,0.00001,958.15148,7,1,0.01867995,0.07596513,11.04828,0.002783967,0.013379824,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.1474
"Stewart's Road, Wandsworth Road",529472.5977,176555.5515,668,529472.5977,176555.5515,28,0.0025316,200,0.00001,2,0.00001,0.00001,3,3,0.00001,1235.0672,4,0.00001,0.04234122,0.06600249,3.95543,0.003480282,0.013193568,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06382
"Aylward Street, Stepney",535465.1439,181441.3685,669,535465.1439,181441.3685,22,0.0027102,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,3161.66734,2,0.00001,0.03362391,0.08219178,0.00001,0.002010255,0.011515553,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07924
"Stainsby Road , Poplar",537237.0224,181462.4358,670,537237.0224,181462.4358,24,0.0018804,200,0.00001,3,0.00001,0.00001,0.00001,1,1,2534.08013,0,0.00001,0.05728518,0.09339975,119.20634,0.003537139,0.013384117,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.05638
"Dunston Road , Haggerston",533543.3882,183714.6867,671,533543.3882,183714.6867,43,0.0059204,200,0.00001,1,1,0.00001,1,2,1,1999.38981,4,0.00001,0.153175591,0.256537982,5.38249,0.024944828,0.048245345,0.00001,0.00001,1,0.00001,0.00001,0.00001,0.07965
"Ada Street, Hackney Central",534628.4663,183654.1873,672,534628.4663,183654.1873,45,0.0054119,200,1,13,2,0.00001,2,11,0.00001,1742.33196,6,0.00001,0.08592777,0.153175591,5.40856,0.006869475,0.029653035,1,1,0.00001,5,0.00001,0.00001,0.04408
"Victoria Park Road, Hackney Central",535052.0046,183738.4025,673,535052.0046,183738.4025,34,0.0023019,200,0.00001,0.00001,0.00001,1,2,0.00001,0.00001,2134.87392,1,0.00001,0.105853051,0.190535491,6.71638,0.005621976,0.029278677,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04233
"Star Road, West Kensington",524704.6794,178007.1026,674,524704.6794,178007.1026,23,0.002357,200,1,2,1,0.00001,0.00001,0.00001,0.00001,3250.82635,2,0.00001,0.07970112,0.155666251,0.00001,0.004317054,0.021697547,1,0.00001,0.00001,1,0.00001,0.00001,0.06526
"Wendon Street, Old Ford",536986.5943,183746.9624,675,536986.5943,183746.9624,18,0.000999,200,0.00001,1,0.00001,0.00001,8,2,0.00001,1607.42363,5,0.00001,0.05105853,0.113325031,8.84459,0.004184083,0.021709845,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04839
"Finnis Street, Bethnal Green",534781.4386,182416.8735,676,534781.4386,182416.8735,19,0.0026818,200,0.00001,2,0.00001,0.00001,1,0.00001,0.00001,1773.91797,1,1,0.06724782,0.134495641,0.00001,0.008206047,0.024641709,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.70559
"Stephendale Road, Sands End",525790.9103,175913.1657,677,525790.9103,175913.1657,48,0.0043724,200,1,3,0.00001,0.00001,1,8,1,2060.17668,4,0.00001,0.113325031,0.198007472,4.53307,0.003711752,0.024544907,1,0.00001,0.00001,0.00001,0.00001,3,0.03028
"Alma Road, Wandsworth",526205.5922,174784.858,678,526205.5922,174784.858,28,0.0019894,200,2,4,1,1,3,7,0.00001,1682.92421,2,0.00001,0.05230386,0.06600249,4.05065,0.000575367,0.008608346,2,0.00001,0.00001,1,0.00001,0.00001,0.02224
"Walworth Square, Walworth",532245.3783,178646.0527,679,532245.3783,178646.0527,24,0.0030225,200,2,10,0.00001,1,0.00001,6,0.00001,1687.52846,9,0.00001,0.107098381,0.246575342,16.82489,0.006977456,0.048490142,2,0.00001,0.00001,2,0.00001,2,0.2011
"Alfreda Street, Battersea Park",528518.215,176744.2766,680,528518.215,176744.2766,22,0.0023978,200,2,11,1,0.00001,0.00001,8,1,3144.64463,3,0.00001,0.07970112,0.163138231,2.24417,0.005070792,0.031226278,2,0.00001,1,3,0.00001,0.00001,0.04507
"Putney Bridge Road, East Putney",524706.6433,175191.9673,681,524706.6433,175191.9673,29,0.0021309,200,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1048.38955,4,0.00001,0.04109589,0.06600249,0.00001,0.003134923,0.009678789,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04239
"St. Peter's Terrace, Fulham",524506.0009,177073.3462,682,524506.0009,177073.3462,24,0.0020536,200,0.00001,1,0.00001,0.00001,0.00001,1,0.00001,2652.08807,0,0.00001,0.123287671,0.176836861,0.00001,0.011870522,0.02342919,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.04001
"Bridge Avenue, Hammersmith",523033.6637,178505.192,683,523033.6637,178505.192,18,0.0011339,200,3,12,2,0.00001,0.00001,11,1,1353.286,3,0.00001,0.07596513,0.224159402,1.29875,0.012324528,0.026648732,3,0.00001,0.00001,5,0.00001,5,0.0327
"Michael Road, Walham Green",525845.3376,176925.2504,684,525845.3376,176925.2504,37,0.004305,200,1,4,0.00001,0.00001,0.00001,0.00001,0.00001,1033.24826,5,0.00001,0.06973848,0.144458281,10.10476,0.004090303,0.02133194,1,0.00001,0.00001,2,0.00001,0.00001,0.04902
"Duke Street Hill, London Bridge",532843.451,180331.6717,685,532843.451,180331.6717,21,0.0031825,200,2,26,4,2,10,15,0.00001,320.75562,12,1,0.307596513,0.474470734,0.00001,0.091067761,0.067154564,2,3,0.00001,8,0.00001,3,1.19864
"Park Lane, Mayfair",528435.1589,180120.9232,686,528435.1589,180120.9232,18,0.0037764,200,3,6,0.00001,5,3,2,0.00001,375.85416,5,0.00001,0.05479452,0.144458281,2.37984,0.015946398,0.012695132,3,0.00001,0.00001,5,0.00001,2,0.09517
"Plough Terrace, Clapham Junction",526848.3091,175281.8204,687,526848.3091,175281.8204,31,0.0026176,200,1,3,1,1,2,2,0.00001,1706.77736,5,0.00001,0.05853051,0.100871731,18.05094,0.001937548,0.01562482,1,2,0.00001,1,0.00001,0.00001,0.06048
"Grant Road East, Clapham Junction",527008.2405,175570.3807,688,527008.2405,175570.3807,28,0.0028138,200,0.00001,8,1,0.00001,1,1,0.00001,1429.73649,3,1,0.107098381,0.171855541,0.00001,0.009789606,0.024643398,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.23659
"Queensdale Road, Shepherd's Bush",523899.4603,180136.147,689,523899.4603,180136.147,28,0.0042004,200,0.00001,4,1,1,1,10,0.00001,1568.9872,6,1,0.04607721,0.08094645,0.00001,0.004775545,0.012456528,0.00001,0.00001,0.00001,2,0.00001,1,0.60948
"Fulham Broadway, Walham Green",525498.1886,177208.896,690,525498.1886,177208.896,26,0.0040772,200,0.00001,1,1,0.00001,1,0.00001,0.00001,1966.88848,8,1,0.153175591,0.321295143,6.07883,0.019084209,0.050460386,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.32432
"Imperial Road, Sands End",525993.2891,176697.6544,691,525993.2891,176697.6544,37,0.0042337,200,0.00001,1,0.00001,1,0.00001,0.00001,0.00001,1184.05474,6,0.00001,0.07970112,0.127023661,9.12296,0.007194878,0.014318886,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.0466
"Hortensia Road, West Brompton",526111.1473,177430.147,692,526111.1473,177430.147,28,0.0043154,200,0.00001,5,2,1,3,11,0.00001,1879.5947,5,0.00001,0.07721046,0.224159402,4.96031,0.006236916,0.029966025,0.00001,0.00001,0.00001,1,0.00001,5,0.04721
"Sirdar Road, Avondale",523992.1004,180620.6934,693,523992.1004,180620.6934,26,0.0040155,200,0.00001,0.00001,0.00001,0.00001,1,1,1,1492.96557,2,0.00001,0.01867995,0.04732254,0.00001,0.000130038,0.005828994,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.07939
"Freston Road, Avondale",523654.1717,180844.5047,694,523654.1717,180844.5047,23,0.0024053,200,0.00001,0.00001,0.00001,0.00001,0.00001,2,0.00001,1242.34125,3,1,0.02366127,0.104607721,16.76769,0.00164391,0.011772063,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.10618
"Blenheim Crescent, Ladbroke Grove",524403.362,181093.0819,695,524403.362,181093.0819,22,0.0022322,200,0.00001,6,0.00001,2,0.00001,9,0.00001,2345.03218,3,0.00001,0.08219178,0.160647571,0.00001,0.00792425,0.020962323,0.00001,0.00001,0.00001,4,0.00001,4,0.04473
"Oxford Road, Putney",524274.6081,175048.3712,696,524274.6081,175048.3712,29,0.0051618,200,0.00001,2,0.00001,0.00001,1,2,0.00001,1332.40962,2,1,0.0373599,0.05479452,0.00001,0.001145921,0.007348125,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.09979
"Ingrave Street, Clapham Junction",527050.8163,175863.5227,697,527050.8163,175863.5227,30,0.0037697,200,0.00001,3,2,0.00001,2,2,1,2851.17068,3,0.00001,0.03362391,0.0747198,0.00001,0.000960655,0.011058463,0.00001,1,0.00001,0.00001,0.00001,0.00001,0.07853
"Upcerne Road, West Chelsea",526319.3836,177035.4384,698,526319.3836,177035.4384,29,0.0034739,200,0.00001,3,0.00001,0.00001,1,2,0.00001,888.47299,2,0.00001,0.09215442,0.185554171,0.00001,0.023056531,0.018097042,0.00001,0.00001,0.00001,0.00001,0.00001,1,0.04482
"Lots Road, West Chelsea",526550.0858,177194.3057,699,526550.0858,177194.3057,24,0.0029966,200,0.00001,1,0.00001,0.00001,1,1,0.00001,1986.11568,0,0.00001,0.08094645,0.190535491,5.19972,0.021358201,0.023482937,0.00001,0.00001,0.00001,1,0.00001,1,0.04051
"Ormonde Gate, Chelsea",527721.8155,178156.0943,700,527721.8155,178156.0943,24,0.0036053,200,0.00001,1,0.00001,2,2,1,0.00001,814.57283,2,0.00001,0.103362391,0.166874221,0.00001,0.016679703,0.025010666,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.06771
"Hertford Road, De Beauvoir Town",533309.3644,183790.2287,701,533309.3644,183790.2287,25,0.0028583,200,0.00001,4,1,0.00001,1,0.00001,0.00001,2345.15439,1,0.00001,0.09339975,0.180572851,6.32008,0.008445929,0.039123264,0.00001,0.00001,0.00001,3,0.00001,0.00001,0.05833
