Start.station,End.station,Counts
"Old Street Station, St. Luke's","Brunswick Square, Bloomsbury",1
"Old Street Station, St. Luke's","Breams Buildings, Holborn",1
"Old Street Station, St. Luke's","Bourne Street, Belgravia",1
"Concert Hall Approach 1, South Bank","Green Street, Mayfair",1
"Old Street Station, St. Luke's","Bethnal Green Road, Shoreditch",1
"Concert Hall Approach 1, South Bank","Hatton Wall, Holborn",1
"Concert Hall Approach 1, South Bank","Holborn Circus, Holborn",1
"Old Street Station, St. Luke's","Christopher Street, Liverpool Street",1
"Old Street Station, St. Luke's","Curlew Street, Shad Thames",1
"Concert Hall Approach 1, South Bank","Kingsway Southbound, Strand",1
"Concert Hall Approach 1, South Bank","East India DLR, Blackwall",1
"Old Street Station, St. Luke's","Hertford Road, De Beauvoir Town",1
"Old Street Station, St. Luke's","Hatton Wall, Holborn",1
"Old Street Station, St. Luke's","Hatton Garden, Holborn",1
"Concert Hall Approach 1, South Bank","Concert Hall Approach 1, South Bank",1
"Old Street Station, St. Luke's","Granby Street, Shoreditch",1
"Old Street Station, St. Luke's","Gower Place , Euston",1
"Old Street Station, St. Luke's","Goswell Road (City Uni), Finsbury",1
"Old Street Station, St. Luke's","Goldsmith's Row, Haggerston",1
"Concert Hall Approach 1, South Bank","Crinan Street, King's Cross",1
"Old Street Station, St. Luke's","George Place Mews, Marylebone",1
"Old Street Station, St. Luke's","Fore Street, Guildhall",1
"Old Street Station, St. Luke's","Foley Street, Fitzrovia",1
"Concert Hall Approach 1, South Bank","Curlew Street, Shad Thames",1
"Old Street Station, St. Luke's","Fanshaw Street, Hoxton",1
"Concert Hall Approach 1, South Bank","Duke Street Hill, London Bridge",1
"Concert Hall Approach 1, South Bank","Kennington Road  , Vauxhall",1
"Concert Hall Approach 1, South Bank","Lambeth Road, Vauxhall",1
"Old Street Station, St. Luke's","Hoxton Station, Hoxton",1
"Old Quebec Street, Marylebone","Great Titchfield Street, Fitzrovia",1
"Old Quebec Street, Marylebone","Gloucester Road Station, South Kensington",1
"Old Quebec Street, Marylebone","Frampton Street, Paddington",1
"Old Quebec Street, Marylebone","Finsbury Square , Moorgate",1
"Old Quebec Street, Marylebone","Exhibition Road Museums 2, South Kensington",1
"Old Quebec Street, Marylebone","Exhibition Road Museums 1, South Kensington",1
"Old Quebec Street, Marylebone","Endsleigh Gardens, Euston",1
"Old Quebec Street, Marylebone","Edgware Road Station, Marylebone",1
"Concert Hall Approach 1, South Bank","Newgate Street , St. Paul's",1
"Old Quebec Street, Marylebone","Earnshaw Street , Covent Garden",1
"Old Quebec Street, Marylebone","Clifton Road, Maida Vale",1
"Old Quebec Street, Marylebone","Clerkenwell Green, Clerkenwell",1
"Concert Hall Approach 1, South Bank","Old Quebec Street, Marylebone",1
"Old Quebec Street, Marylebone","Chicheley Street, South Bank",1
"Concert Hall Approach 1, South Bank","Old Street Station, St. Luke's",1
"Old Quebec Street, Marylebone","Charles II Street, West End",1
"Old Quebec Street, Marylebone","Good's Way, King's Cross",1
"Old Quebec Street, Marylebone","Harrowby Street, Marylebone",1
"Old Quebec Street, Marylebone","St. James's Square, St. James's",1
"Old Quebec Street, Marylebone","Holy Trinity Brompton, Knightsbridge",1
"Old Quebec Street, Marylebone","South Wharf Road, Paddington",1
"Old Quebec Street, Marylebone","Snow Hill, Farringdon",1
"Concert Hall Approach 1, South Bank","Leonard Circus , Shoreditch",1
"Old Quebec Street, Marylebone","Queen Mother Sports Centre, Victoria",1
"Concert Hall Approach 1, South Bank","Lincoln's Inn Fields, Holborn",1
"Old Quebec Street, Marylebone","Park Lane, Mayfair",1
"Old Quebec Street, Marylebone","Old Quebec Street, Marylebone",1
"Old Quebec Street, Marylebone","Northumberland Avenue, Strand",1
"Old Quebec Street, Marylebone","Northington Street , Holborn",1
"Concert Hall Approach 1, South Bank","Moorfields, Moorgate",1
"Old Quebec Street, Marylebone","Marylebone Lane, Marylebone",1
"Old Quebec Street, Marylebone","Malet Street, Bloomsbury",1
"Old Quebec Street, Marylebone","Longford Street, The Regent's Park",1
"Concert Hall Approach 1, South Bank","Museum of London, Barbican",1
"Concert Hall Approach 1, South Bank","New Fetter Lane, Holborn",1
"Old Street Station, St. Luke's","Holborn Circus, Holborn",1
"Concert Hall Approach 1, South Bank","Chancery Lane, Holborn",1
"Old Quebec Street, Marylebone","Borough Road, Elephant & Castle",1
"Ontario Street, Elephant & Castle","Victory Place, Walworth",1
"Ontario Street, Elephant & Castle","Union Street, The Borough",1
"Commercial Street, Shoreditch","Pitfield Street North,Hoxton",1
"Ontario Street, Elephant & Castle","Tavistock Street, Covent Garden",1
"Ontario Street, Elephant & Castle","Tallis Street, Temple",1
"Ontario Street, Elephant & Castle","Southwark Station 1, Southwark",1
"Ontario Street, Elephant & Castle","South Wharf Road, Paddington",1
"Ontario Street, Elephant & Castle","Sea Containers, South Bank",1
"Ontario Street, Elephant & Castle","Sadlers Sports Centre, Finsbury",1
"Ontario Street, Elephant & Castle","Risinghill Street, Angel",1
"Commercial Street, Shoreditch","Queen's Gate, Kensington Gardens",1
"Commercial Street, Shoreditch","Snow Hill, Farringdon",1
"Ontario Street, Elephant & Castle","Lower Thames Street, Monument",1
"Ontario Street, Elephant & Castle","Long Lane , Bermondsey",1
"Concert Hall Approach 1, South Bank","Albert Gate, Hyde Park",1
"Concert Hall Approach 1, South Bank","Ashley Place, Victoria",1
"Ontario Street, Elephant & Castle","Vauxhall Street, Vauxhall",1
"Commercial Street, Shoreditch","Philpot Street, Whitechapel",1
"Ontario Street, Elephant & Castle","Howland Street, Fitzrovia",1
"Ontario Street, Elephant & Castle","Webber Street , Southwark",1
"Orbel Street, Battersea","Crabtree Lane, Fulham",1
"Orbel Street, Battersea","Charles II Street, West End",1
"Commercial Street, Shoreditch","Malet Street, Bloomsbury",1
"Orbel Street, Battersea","Broadcasting House, Marylebone",1
"Orbel Street, Battersea","Belgrave Road, Victoria",1
"Orbel Street, Battersea","Battersea Power Station, Battersea Park",1
"Commercial Street, Shoreditch","New Road 1 , Whitechapel",1
"Commercial Street, Shoreditch","Newgate Street , St. Paul's",1
"Orbel Street, Battersea","Arundel Street, Temple",1
"Commercial Street, Shoreditch","Old Street Station, St. Luke's",1
"Orbel Street, Battersea","Addison Road, Holland Park",1
"Orbel Street, Battersea","Abbey Orchard Street, Westminster",1
"Ontario Street, Elephant & Castle","Westferry Circus, Canary Wharf",1
"Ontario Street, Elephant & Castle","West Smithfield Rotunda, Farringdon",1
"Ontario Street, Elephant & Castle","Wellington Arch, Hyde Park",1
"Ontario Street, Elephant & Castle","Kennington Lane Rail Bridge, Vauxhall",1
"Ontario Street, Elephant & Castle","Howick Place, Westminster",1
"Concert Hall Approach 1, South Bank","Carey Street, Holborn",1
"Old Street Station, St. Luke's","Whiston Road, Haggerston",1
"Old Street Station, St. Luke's","Warren Street Station, Euston",1
"Concert Hall Approach 1, South Bank","British Museum, Bloomsbury",1
"Old Street Station, St. Luke's","Thurtle Road, Haggerston",1
"Old Street Station, St. Luke's","The Guildhall, Guildhall",1
"Old Street Station, St. Luke's","Sutton Street, Shadwell",1
"Old Street Station, St. Luke's","Stonecutter Street, Holborn",1
"Old Street Station, St. Luke's","South Audley Street, Mayfair",1
"Concert Hall Approach 1, South Bank","Buckingham Gate, Westminster",1
"Old Street Station, St. Luke's","Smith Square, Westminster",1
"Old Street Station, St. Luke's","Sardinia Street, Holborn",1
"Old Street Station, St. Luke's","Sadlers Sports Centre, Finsbury",1
"Old Street Station, St. Luke's","Rectory Square, Stepney",1
"Old Street Station, St. Luke's","Pritchard's Road, Bethnal Green",1
"Old Street Station, St. Luke's","Percival Street, Finsbury",1
"Concert Hall Approach 1, South Bank","Bury Place, Holborn",1
"Concert Hall Approach 1, South Bank","Breams Buildings, Holborn",1
"Old Street Station, St. Luke's","York Hall, Bethnal Green",1
"Ontario Street, Elephant & Castle","Great Russell Street, Bloomsbury",1
"Ontario Street, Elephant & Castle","Archbishop's Park, Waterloo",1
"Ontario Street, Elephant & Castle","Good's Way, King's Cross",1
"Ontario Street, Elephant & Castle","Fulham Broadway, Walham Green",1
"Ontario Street, Elephant & Castle","Finsbury Square , Moorgate",1
"Ontario Street, Elephant & Castle","Farringdon Street, Holborn",1
"Ontario Street, Elephant & Castle","Duke Street Hill, London Bridge",1
"Ontario Street, Elephant & Castle","Dorset Square, Marylebone",1
"Ontario Street, Elephant & Castle","Cheapside, Bank",1
"Ontario Street, Elephant & Castle","Chadwell Street, Angel",1
"Ontario Street, Elephant & Castle","Cartwright Gardens , Bloomsbury",1
"Concert Hall Approach 1, South Bank","Bayley Street , Bloomsbury",1
"Ontario Street, Elephant & Castle","Borough High Street, The Borough",1
"Ontario Street, Elephant & Castle","Blackfriars Road, Southwark",1
"Ontario Street, Elephant & Castle","Birkenhead Street, King's Cross",1
"Ontario Street, Elephant & Castle","BBC White City, White City",1
"Ontario Street, Elephant & Castle","Ashley Place, Victoria",1
"Concert Hall Approach 1, South Bank","Riverlight South, Nine Elms",1
"Old Quebec Street, Marylebone","Bonny Street, Camden Town",1
"Page Street, Westminster","Vauxhall Cross, Vauxhall",1
"Concert Hall Approach 2, South Bank","Marylebone Lane, Marylebone",1
"Concert Hall Approach 2, South Bank","New Road 1 , Whitechapel",1
"Old Brompton Road, South Kensington","Phene Street, Chelsea",1
"Old Brompton Road, South Kensington","Park Lane, Mayfair",1
"Old Brompton Road, South Kensington","Panton Street, West End",1
"Old Brompton Road, South Kensington","Old Street Station, St. Luke's",1
"Old Brompton Road, South Kensington","Old Quebec Street, Marylebone",1
"Concert Hall Approach 2, South Bank","Northington Street , Holborn",1
"Concert Hall Approach 2, South Bank","Old Street Station, St. Luke's",1
"Old Brompton Road, South Kensington","Moor Street, Soho",1
"Old Brompton Road, South Kensington","Monument Street, Monument",1
"Old Brompton Road, South Kensington","Millennium Hotel, Mayfair",1
"Concert Hall Approach 2, South Bank","Park Street, Bankside",1
"Old Brompton Road, South Kensington","Kings Gate House, Westminster",1
"Old Brompton Road, South Kensington","Jubilee Plaza, Canary Wharf",1
"Old Brompton Road, South Kensington","Howick Place, Westminster",1
"Concert Hall Approach 2, South Bank","Moorfields, Moorgate",1
"Old Brompton Road, South Kensington","Sandilands Road, Walham Green",1
"Old Brompton Road, South Kensington","Great Russell Street, Bloomsbury",1
"Concert Hall Approach 2, South Bank","Lower Thames Street, Monument",1
"Old Brompton Road, South Kensington","Wormwood Street, Liverpool Street",1
"Old Brompton Road, South Kensington","Westbridge Road, Battersea",1
"Old Brompton Road, South Kensington","Westbourne Park Road, Portobello",1
"Old Brompton Road, South Kensington","Wardour Street, Soho",1
"Old Brompton Road, South Kensington","Vereker Road, West Kensington",1
"Concert Hall Approach 2, South Bank","Kennington Road Post Office, Oval",1
"Old Brompton Road, South Kensington","The Vale, Chelsea",1
"Old Brompton Road, South Kensington","Sumner Place, South Kensington",1
"Old Brompton Road, South Kensington","Stanhope Gate, Mayfair",1
"Concert Hall Approach 2, South Bank","King Edward Street, St Pauls",1
"Old Brompton Road, South Kensington","Southerton Road, Hammersmith",1
"Concert Hall Approach 2, South Bank","Leonard Circus , Shoreditch",1
"Old Brompton Road, South Kensington","South Audley Street, Mayfair",1
"Old Brompton Road, South Kensington","Sloane Avenue, Knightsbridge",1
"Old Brompton Road, South Kensington","Seville Street, Knightsbridge",1
"Concert Hall Approach 2, South Bank","Red Lion Street, Holborn",1
"Old Brompton Road, South Kensington","Fulham Park Road, Fulham",1
"Concert Hall Approach 2, South Bank","Howland Street, Fitzrovia",1
"Old Brompton Road, South Kensington","Blackfriars Station, St. Paul's",1
"Old Brompton Road, South Kensington","Battersea Church Road, Battersea",1
"Concert Hall Approach 2, South Bank","St. Bride Street, Holborn",1
"Nutford Place, Marylebone","Warwick Row, Westminster",1
"Nutford Place, Marylebone","Warren Street Station, Euston",1
"Nutford Place, Marylebone","The Guildhall, Guildhall",1
"Concert Hall Approach 2, South Bank","St. James's Square, St. James's",1
"Nutford Place, Marylebone","St Mary's Hospital, Paddington",1
"Concert Hall Approach 2, South Bank","Tallis Street, Temple",1
"Nutford Place, Marylebone","South Wharf Road, Paddington",1
"Nutford Place, Marylebone","Soho Square , Soho",1
"Concert Hall Approach 2, South Bank","The Guildhall, Guildhall",1
"Nutford Place, Marylebone","Sardinia Street, Holborn",1
"Nutford Place, Marylebone","Queensway, Kensington Gardens",1
"Nutford Place, Marylebone","Queen Street 2, Bank",1
"Concert Hall Approach 2, South Bank","Wellington Arch, Hyde Park",1
"Old Brompton Road, South Kensington","Bishop's Avenue, Fulham",1
"Concert Hall Approach 2, South Bank","South Kensington Station, South Kensington",1
"Old Brompton Road, South Kensington","Fulham Broadway, Walham Green",1
"Old Brompton Road, South Kensington","Bouverie Street, Temple",1
"Concert Hall Approach 2, South Bank","Salmon Lane, Limehouse",1
"Old Brompton Road, South Kensington","Flood Street, Chelsea",1
"Old Brompton Road, South Kensington","Fawcett Close, Battersea",1
"Concert Hall Approach 2, South Bank","Scala Street, Fitzrovia",1
"Old Brompton Road, South Kensington","Exhibition Road Museums 1, South Kensington",1
"Old Brompton Road, South Kensington","Elizabeth Bridge, Victoria",1
"Old Brompton Road, South Kensington","Duke Street Hill, London Bridge",1
"Concert Hall Approach 2, South Bank","Shoreditch High Street, Shoreditch",1
"Old Brompton Road, South Kensington","Cranmer Road, Stockwell",1
"Old Brompton Road, South Kensington","Coomer Place, West Kensington",1
"Concert Hall Approach 2, South Bank","Snow Hill, Farringdon",1
"Concert Hall Approach 2, South Bank","Soho Square , Soho",1
"Old Brompton Road, South Kensington","Butler Place, Westminster",1
"Old Brompton Road, South Kensington","Bury Place, Holborn",1
"Old Brompton Road, South Kensington","Bramham Gardens, Earl's Court",1
"Old Brompton Road, South Kensington","Worship Street, Shoreditch",1
"Concert Hall Approach 2, South Bank","Horseferry Road, Westminster",1
"Old Quebec Street, Marylebone","Bayswater Road, Hyde Park",1
"Concert Hall Approach 1, South Bank","Wells Street, Fitzrovia",1
"Concert Hall Approach 1, South Bank","Worship Street, Shoreditch",1
"Concert Hall Approach 2, South Bank","Arlington Road, Camden Town",1
"Concert Hall Approach 2, South Bank","Baker Street, Marylebone",1
"Concert Hall Approach 2, South Bank","Bank of England Museum, Bank",1
"Old Montague Street, Whitechapel","Hatton Wall, Holborn",1
"Old Montague Street, Whitechapel","Great Tower Street, Monument",1
"Old Montague Street, Whitechapel","Great Russell Street, Bloomsbury",1
"Old Montague Street, Whitechapel","Flamborough Street, Limehouse",1
"Old Montague Street, Whitechapel","Fashion Street, Whitechapel",1
"Concert Hall Approach 2, South Bank","Berry Street, Clerkenwell",1
"Concert Hall Approach 2, South Bank","Bishop's Bridge Road East, Bayswater",1
"Old Montague Street, Whitechapel","Crosswall, Tower",1
"Old Montague Street, Whitechapel","Chancery Lane, Holborn",1
"Old Montague Street, Whitechapel","Cadogan Close, Victoria Park",1
"Old Montague Street, Whitechapel","Bunhill Row, Moorgate",1
"Old Montague Street, Whitechapel","Nesham Street, Wapping",1
"Concert Hall Approach 1, South Bank","Tooley Street, Bermondsey",1
"Concert Hall Approach 2, South Bank","Braham Street, Aldgate",1
"Old Montague Street, Whitechapel","Norton Folgate, Liverpool Street",1
"Old Quebec Street, Marylebone","Baldwin Street, St. Luke's",1
"Concert Hall Approach 1, South Bank","Roscoe Street, St. Luke's",1
"Old Quebec Street, Marylebone","Archbishop's Park, Waterloo",1
"Old Montague Street, Whitechapel","York Way, Kings Cross",1
"Concert Hall Approach 1, South Bank","Sadlers Sports Centre, Finsbury",1
"Concert Hall Approach 1, South Bank","Smith Square, Westminster",1
"Old Montague Street, Whitechapel","Webber Street , Southwark",1
"Old Montague Street, Whitechapel","Tooley Street, Bermondsey",1
"Concert Hall Approach 1, South Bank","St. George Street, Mayfair",1
"Old Montague Street, Whitechapel","Strand, Strand",1
"Concert Hall Approach 1, South Bank","St. Mary Axe, Aldgate",1
"Old Montague Street, Whitechapel","Royal London Hospital, Whitechapel",1
"Old Montague Street, Whitechapel","Regent's Row , Haggerston",1
"Old Montague Street, Whitechapel","Queen Street 2, Bank",1
"Concert Hall Approach 1, South Bank","Tallis Street, Temple",1
"Old Montague Street, Whitechapel","Brushfield Street, Liverpool Street",1
"Concert Hall Approach 2, South Bank","British Museum, Bloomsbury",1
"Concert Hall Approach 2, South Bank","High Holborn , Covent Garden",1
"Old Ford Road, Bethnal Green","Lower Thames Street, Monument",1
"Concert Hall Approach 2, South Bank","Eagle Wharf Road, Hoxton",1
"Concert Hall Approach 2, South Bank","Endsleigh Gardens, Euston",1
"Old Ford Road, Bethnal Green","Hertford Road, De Beauvoir Town",1
"Concert Hall Approach 2, South Bank","Farringdon Lane, Clerkenwell",1
"Old Ford Road, Bethnal Green","Great Titchfield Street, Fitzrovia",1
"Old Ford Road, Bethnal Green","Granby Street, Shoreditch",1
"Old Ford Road, Bethnal Green","Globe Town Market, Bethnal Green",1
"Old Ford Road, Bethnal Green","Fore Street Avenue, Guildhall",1
"Old Ford Road, Bethnal Green","Farringdon Lane, Clerkenwell",1
"Old Ford Road, Bethnal Green","Devonshire Square, Liverpool Street",1
"Old Ford Road, Bethnal Green","Columbia Road, Shoreditch",1
"Old Ford Road, Bethnal Green","Clinton Road, Mile End",1
"Concert Hall Approach 2, South Bank","Green Park Station, Mayfair",1
"Old Ford Road, Bethnal Green","Brushfield Street, Liverpool Street",1
"Old Ford Road, Bethnal Green","Bricklayers Arms, Borough",1
"Old Ford Road, Bethnal Green","Islington Green, Angel",1
"Old Ford Road, Bethnal Green","Podium, Queen Elizabeth Olympic Park",1
"Old Montague Street, Whitechapel","Bow Road Station, Bow",1
"Old Ford Road, Bethnal Green","Pott Street, Bethnal Green",1
"Old Montague Street, Whitechapel","Bonner Gate, Victoria Park",1
"Old Montague Street, Whitechapel","Bethnal Green Road, Shoreditch",1
"Old Montague Street, Whitechapel","Bancroft Road, Bethnal Green",1
"Old Montague Street, Whitechapel","Ansell House, Stepney",1
"Old Montague Street, Whitechapel","Abingdon Green, Westminster",1
"Concert Hall Approach 2, South Bank","Chapel Place, Marylebone",1
"Old Ford Road, Bethnal Green","Westferry Circus, Canary Wharf",1
"Old Ford Road, Bethnal Green","Swan Street, The Borough",1
"Old Ford Road, Bethnal Green","Sun Street, Liverpool Street",1
"Concert Hall Approach 2, South Bank","Concert Hall Approach 2, South Bank",1
"Old Ford Road, Bethnal Green","Shoreditch High Street, Shoreditch",1
"Concert Hall Approach 2, South Bank","Denyer Street, Knightsbridge",1
"Concert Hall Approach 2, South Bank","Devonshire Square, Liverpool Street",1
"Old Ford Road, Bethnal Green","Queen Street 2, Bank",1
"Old Ford Road, Bethnal Green","Queen Street 1, Bank",1
"Commercial Street, Shoreditch","Lincoln's Inn Fields, Holborn",1
"Orbel Street, Battersea","Ebury Bridge, Pimlico",1
"Commercial Street, Shoreditch","Jubilee Crescent, Cubitt Town",1
"Cloudesley Road, Angel","The Guildhall, Guildhall",1
"Cloudesley Road, Angel","Tooley Street, Bermondsey",1
"Paddington Green, Paddington","Baker Street, Marylebone",1
"Paddington Green, Paddington","Abbey Orchard Street, Westminster",1
"Oxford Road, Putney","Wormwood Street, Liverpool Street",1
"Oxford Road, Putney","Vicarage Crescent, Battersea",1
"Oxford Road, Putney","Santos Road, Wandsworth",1
"Oxford Road, Putney","Osiers Road, Wandsworth",1
"Cloudesley Road, Angel","Wellington Arch, Hyde Park",1
"Oxford Road, Putney","Kensington Church Street, Kensington",1
"Oxford Road, Putney","Imperial Wharf Station, Sands End",1
"Oxford Road, Putney","Imperial Road, Sands End",1
"Oxford Road, Putney","Greyhound Road, Hammersmith",1
"Oxford Road, Putney","Great Tower Street, Monument",1
"Oxford Road, Putney","Falcon Road, Clapham Junction",1
"Oxford Road, Putney","Esmond Street, Putney",1
"Paddington Green, Paddington","Boston Place, Marylebone",1
"Paddington Green, Paddington","Buckingham Gate, Westminster",1
"Oxford Road, Putney","Eccleston Place, Victoria",1
"Paddington Green, Paddington","Crawford Street, Marylebone",1
"Paddington Street, Marylebone","Bell Street , Marylebone",1
"Cloudesley Road, Angel","Page Street, Westminster",1
"Cloudesley Road, Angel","Risinghill Street, Angel",1
"Paddington Green, Paddington","Paddington Green, Paddington",1
"Cloudesley Road, Angel","Shoreditch Court, Haggerston",1
"Paddington Green, Paddington","Old Quebec Street, Marylebone",1
"Paddington Green, Paddington","Northdown Street, King's Cross",1
"Paddington Green, Paddington","Manresa Road, Chelsea",1
"Paddington Green, Paddington","Mallory Street, Marylebone",1
"Paddington Green, Paddington","Maida Vale, Maida Vale",1
"Paddington Green, Paddington","Howland Street, Fitzrovia",1
"Cloudesley Road, Angel","St. James's Square, St. James's",1
"Cloudesley Road, Angel","Tavistock Place, Bloomsbury",1
"Paddington Green, Paddington","Eastbourne Mews, Paddington",1
"Paddington Green, Paddington","Earnshaw Street , Covent Garden",1
"Oxford Road, Putney","Erin Close, Walham Green",1
"Cloudesley Road, Angel","Windsor Terrace, Hoxton",1
"Cloudesley Road, Angel","Moorfields, Moorgate",1
"Ossulston Street, Somers Town","Soho Square , Soho",1
"Collingham Gardens, Earl's Court","Bolsover Street, Fitzrovia",1
"Ossulston Street, Somers Town","Sackville Street, Mayfair",1
"Ossulston Street, Somers Town","Russell Square Station, Bloomsbury",1
"Collingham Gardens, Earl's Court","Campden Hill Road, Notting Hill",1
"Collingham Gardens, Earl's Court","Clifford Street, Mayfair",1
"Collingham Gardens, Earl's Court","Curzon Street, Mayfair",1
"Ossulston Street, Somers Town","Queen Street 1, Bank",1
"Ossulston Street, Somers Town","Poured Lines, Bankside",1
"Collingham Gardens, Earl's Court","Eastbourne Mews, Paddington",1
"Collingham Gardens, Earl's Court","Eaton Square (South), Belgravia",1
"Ossulston Street, Somers Town","North Wharf Road, Paddington",1
"Collingham Gardens, Earl's Court","Edgware Road Station, Marylebone",1
"Ossulston Street, Somers Town","New Spring Gardens Walk, Vauxhall",1
"Ossulston Street, Somers Town","Monument Street, Monument",1
"Ossulston Street, Somers Town","Marylebone Lane, Marylebone",1
"Ossulston Street, Somers Town","Serpentine Car Park, Hyde Park",1
"Ossulston Street, Somers Town","Southampton Place, Holborn",1
"Cloudesley Road, Angel","Worship Street, Shoreditch",1
"Collingham Gardens, Earl's Court","Albert Gate, Hyde Park",1
"Oxford Road, Putney","Crisp Road, Hammersmith",1
"Cloudesley Road, Angel","Wren Street, Holborn",1
"Oxford Road, Putney","Charing Cross Hospital, Hammersmith",1
"Oxford Road, Putney","Bunhill Row, Moorgate",1
"Oxford Road, Putney","Bramham Gardens, Earl's Court",1
"Oxford Road, Putney","Alderney Street, Pimlico",1
"Ossulston Street, Somers Town","York Way, Kings Cross",1
"Ossulston Street, Somers Town","Woodstock Street, Mayfair",1
"Cloudesley Road, Angel","York Way, Kings Cross",1
"Colet Gardens, Hammersmith","Imperial Road, Sands End",1
"Ossulston Street, Somers Town","Warwick Row, Westminster",1
"Colet Gardens, Hammersmith","Manbre Road, Hammersmith",1
"Colet Gardens, Hammersmith","Prince Consort Road, Knightsbridge",1
"Colet Gardens, Hammersmith","Southerton Road, Hammersmith",1
"Collingham Gardens, Earl's Court","Abingdon Villas, Kensington",1
"Cloudesley Road, Angel","Newby Place, Poplar",1
"Paddington Street, Marylebone","Broadcasting House, Marylebone",1
"Orbel Street, Battersea","Exhibition Road, Knightsbridge",1
"Page Street, Westminster","Hampton Street, Walworth",1
"Page Street, Westminster","Great Tower Street, Monument",1
"Page Street, Westminster","Gloucester Street, Pimlico",1
"Page Street, Westminster","Gaywood  Street, Elephant & Castle",1
"Page Street, Westminster","Gas Holders, Battersea Park",1
"Cloudesley Road, Angel","Bankside Mix, Bankside",1
"Cloudesley Road, Angel","Bedford Way, Bloomsbury",1
"Page Street, Westminster","Ebury Bridge, Pimlico",1
"Page Street, Westminster","Dorothy Road, Clapham Junction",1
"Page Street, Westminster","Crawford Street, Marylebone",1
"Cloudesley Road, Angel","Birkenhead Street, King's Cross",1
"Page Street, Westminster","Broadcasting House, Marylebone",1
"Page Street, Westminster","Borough High Street, The Borough",1
"Cloudesley Road, Angel","Bouverie Street, Temple",1
"Page Street, Westminster","Bell Street , Marylebone",1
"Page Street, Westminster","Belgrove Street , King's Cross",1
"Page Street, Westminster","Greycoat Street , Westminster",1
"Page Street, Westminster","Harriet Street, Knightsbridge",1
"Page Street, Westminster","Baylis Road, Waterloo",1
"Cloudesley Road, Angel","Ampton Street , Clerkenwell",1
"Page Street, Westminster","Vauxhall Bridge , Pimlico",1
"Clinton Road, Mile End","Fore Street, Guildhall",1
"Page Street, Westminster","Storey's Gate, Westminster",1
"Page Street, Westminster","Stanhope Gate, Mayfair",1
"Clinton Road, Mile End","Hewison Street, Old Ford",1
"Clinton Road, Mile End","Monument Street, Monument",1
"Clinton Road, Mile End","Northdown Street, King's Cross",1
"Clinton Road, Mile End","Smith Square, Westminster",1
"Page Street, Westminster","Rampayne Street, Pimlico",1
"Clinton Road, Mile End","Southampton Street, Strand",1
"Page Street, Westminster","Pont Street, Knightsbridge",1
"Page Street, Westminster","Percival Street, Finsbury",1
"Page Street, Westminster","Page Street, Westminster",1
"Page Street, Westminster","Lambeth Palace Road, Waterloo",1
"Clinton Road, Mile End","Wormwood Street, Liverpool Street",1
"Page Street, Westminster","Belgrave Road, Victoria",1
"Page Street, Westminster","Battersea Power Station, Battersea Park",1
"Cloudesley Road, Angel","Lower Thames Street, Monument",1
"Cloudesley Road, Angel","Eagle Wharf Road, Hoxton",1
"Paddington Street, Marylebone","Millennium Hotel, Mayfair",1
"Cloudesley Road, Angel","Foley Street, Fitzrovia",1
"Cloudesley Road, Angel","Great Percy Street, Clerkenwell",1
"Paddington Street, Marylebone","Howland Street, Fitzrovia",1
"Cloudesley Road, Angel","Islington Green, Angel",1
"Paddington Street, Marylebone","Gower Place , Euston",1
"Paddington Street, Marylebone","Gas Holders, Battersea Park",1
"Paddington Street, Marylebone","Foley Street, Fitzrovia",1
"Paddington Street, Marylebone","Finsbury Square , Moorgate",1
"Paddington Street, Marylebone","Falkirk Street, Hoxton",1
"Paddington Street, Marylebone","Exhibition Road, Knightsbridge",1
"Paddington Street, Marylebone","Drummond Street , Euston",1
"Paddington Street, Marylebone","Curzon Street, Mayfair",1
"Cloudesley Road, Angel","Little Argyll Street, West End",1
"Paddington Street, Marylebone","Butler Place, Westminster",1
"Paddington Street, Marylebone","Moorfields, Moorgate",1
"Paddington Street, Marylebone","Ossulston Street, Somers Town",1
"Page Street, Westminster","Bankside Mix, Bankside",1
"Paddington Street, Marylebone","Paddington Street, Marylebone",1
"Cloudesley Road, Angel","Christopher Street, Liverpool Street",1
"Page Street, Westminster","Albert Square, Stockwell",1
"Page Street, Westminster","Albert Embankment, Vauxhall",1
"Cloudesley Road, Angel","Clarges Street, Mayfair",1
"Paddington Street, Marylebone","Wright's Lane, Kensington",1
"Paddington Street, Marylebone","William IV Street, Strand",1
"Paddington Street, Marylebone","Waterloo Station 1, Waterloo",1
"Paddington Street, Marylebone","The Tennis Courts, The Regent's Park",1
"Paddington Street, Marylebone","Taviton Street, Bloomsbury",1
"Paddington Street, Marylebone","Sun Street, Liverpool Street",1
"Paddington Street, Marylebone","Southampton Street, Strand",1
"Paddington Street, Marylebone","Queen's Gate (Central), South Kensington",1
"Paddington Street, Marylebone","Queen Mother Sports Centre, Victoria",1
"Paddington Street, Marylebone","Portland Place, Marylebone",1
"Paddington Street, Marylebone","Pont Street, Knightsbridge",1
"Collingham Gardens, Earl's Court","Green Park Station, Mayfair",1
"Collingham Gardens, Earl's Court","Green Street, Mayfair",1
"Collingham Gardens, Earl's Court","Halford Road, West Kensington",1
"Ormonde Gate, Chelsea","Monument Street, Monument",1
